Gene,Th_1,Th_2,Th_3,Th_4,Th_5,Am_1,Am_2,Am_3,Am_4,Am_5
Chst12,1,1,2,0,1,4,6,6,2,4
Chst15,0,3,1,2,0,2,7,2,6,2
Chst2,4,5,2,4,1,11,16,15,12,11
Chst3,0,2,0,1,0,1,0,0,3,1
Chst7,0,0,0,0,0,0,1,1,1,0
Chst8,0,0,0,0,0,1,1,1,1,0
Chst9,0,0,0,0,1,1,2,1,1,3
Chsy1,3,6,1,2,3,10,13,4,9,5
Chtf18,0,0,0,0,0,0,0,0,1,0
Chtf8,0,0,0,0,0,0,0,0,0,1
Chtop,2,6,2,3,1,9,6,6,13,8
Chuk,0,0,0,0,0,1,3,0,1,1
Churc1,0,1,0,1,2,0,2,1,2,3
Ciao1,1,4,2,2,0,3,8,8,6,7
Ciao2a,0,0,0,0,1,3,1,1,3,1
Ciao2b,0,3,3,4,2,1,0,3,2,4
Ciao3,1,3,2,1,0,1,1,3,3,2
Ciapin1,3,6,7,3,2,5,13,7,17,13
Ciart,1,2,0,0,0,6,5,3,5,4
Cib1,0,1,0,0,0,3,0,0,2,1
Cib2,0,0,0,0,0,1,0,2,1,0
Cibar1,0,1,1,1,2,3,2,0,3,1
Cibar2,0,0,0,1,1,0,0,0,2,0
Cic,20,36,19,23,17,78,74,75,121,91
Cidea,0,0,0,0,1,0,0,0,0,2
Ciita,1,0,0,0,0,0,1,0,0,0
Cilk1,3,9,3,2,1,16,4,7,15,5
Cilp,0,0,0,0,0,1,0,0,0,0
Cilp2,0,0,0,1,0,1,0,0,2,1
Cinp,1,0,0,0,0,2,1,0,2,2
Cip2a,1,1,1,0,0,1,2,0,0,0
Cipc,7,13,4,8,0,18,14,15,24,17
Cir1,0,0,0,0,0,0,0,0,0,1
Cirbp,1,3,0,3,2,5,8,8,5,4
Cisd1,2,4,2,4,1,10,9,5,11,9
Cisd2,1,3,0,0,2,5,4,3,8,2
Cisd3,0,0,1,1,0,2,0,1,0,0
Cish,1,0,1,0,0,1,1,1,1,0
Cit,4,12,3,5,3,11,10,7,24,10
Cited1,0,1,0,0,0,0,1,1,1,2
Cited2,7,12,4,11,6,15,32,16,28,25
Cited4,1,0,0,0,0,0,0,0,2,0
Ciz1,2,7,4,9,0,16,13,14,14,12
Ckap2,0,0,0,0,0,0,1,0,0,0
Ckap2l,0,1,0,0,0,0,0,0,0,0
Ckap4,2,3,2,2,5,2,7,4,5,5
Ckap5,25,28,11,16,8,52,72,33,88,45
Ckb,15,21,22,21,19,66,35,68,83,55
Ckb-ps1,0,0,0,0,0,0,0,0,1,2
Ckb-ps2,0,0,0,0,0,1,1,0,1,0
Cklf,1,1,1,1,1,1,1,0,0,0
Ckmt1,7,9,3,7,6,9,5,15,13,16
Clasp1,23,37,17,17,13,50,69,48,57,56
Clasp2,11,21,11,19,7,49,51,42,66,40
Clasrp,3,0,1,0,1,2,7,2,7,6
Clba1,1,1,0,1,1,0,0,2,1,1
Clca1,0,1,0,0,0,2,0,0,1,0
Clca3a1,0,0,1,0,0,0,0,0,0,0
Clcc1,1,1,0,2,0,6,4,3,4,6
Clcf1,0,0,0,0,0,0,0,1,0,0
Clcn1,0,2,0,0,0,2,1,3,0,0
Clcn2,0,0,3,0,0,2,3,7,0,2
Clcn3,11,18,9,9,11,17,43,26,52,21
Clcn4,7,3,2,3,6,29,21,21,28,26
Clcn5,2,4,2,0,0,5,9,4,6,6
Clcn6,9,17,6,11,3,27,33,24,37,24
Clcn7,1,6,7,4,2,5,16,10,17,14
Cldn1,0,0,0,1,1,0,0,0,0,0
Cldn10,0,0,0,0,0,0,0,0,1,0
Cldn11,0,0,0,0,0,0,0,1,0,0
Cldn12,0,2,1,5,2,8,9,5,14,9
Cldn15,0,0,0,0,0,1,0,0,0,0
Cldn19,1,0,0,0,0,0,0,0,0,0
Cldn2,0,0,0,0,1,0,0,0,0,0
Cldn5,0,0,0,0,0,0,0,0,0,1
Cldnd1,0,10,2,0,0,3,6,2,11,6
Clec10a,0,1,0,0,0,0,0,0,0,0
Clec11a,1,0,0,0,0,0,1,1,1,2
Clec14a,0,0,0,0,0,1,0,0,0,0
Clec16a,10,16,7,10,7,40,28,22,42,33
Clec18a,0,0,0,0,0,1,0,0,0,0
Clec2d,0,0,0,0,0,1,0,0,1,0
Clec2l,0,0,3,0,2,4,3,8,5,5
Clec4a1,0,0,0,0,0,1,0,0,0,0
Clgn,0,0,0,0,0,0,3,0,2,2
Clic1,0,0,0,1,0,0,0,2,3,1
Clic3,0,0,0,0,0,1,1,0,0,0
Clic4,2,0,1,2,0,5,2,4,5,4
Clic5,0,0,0,1,0,0,0,1,0,0
Clic6,0,0,2,0,0,0,0,0,2,0
Clint1,5,2,3,4,1,22,15,10,17,9
Clip1,1,7,8,5,7,11,8,11,14,18
Clip2,6,3,6,3,2,8,21,4,19,11
Clip3,72,170,65,69,61,279,335,276,408,285
Clip4,0,6,2,1,1,10,16,13,9,6
Clk1,5,8,1,1,0,11,21,11,5,11
Clk2,1,3,1,2,0,5,9,3,7,2
Clk3,0,2,3,0,2,2,5,5,7,5
Clk4,0,5,1,0,0,0,4,2,5,2
Clmn,5,18,4,3,7,13,20,16,22,32
Clmp,0,2,1,0,0,1,8,1,1,2
Cln3,0,0,0,0,0,2,2,1,4,0
Cln5,0,1,1,0,0,1,3,3,3,1
Cln6,1,6,1,1,1,14,16,19,18,5
Cln8,3,2,1,1,1,6,4,2,5,2
Clnk,0,0,0,0,0,0,0,0,1,0
Clns1a,0,1,1,1,1,5,6,1,6,7
Clock,11,15,4,12,4,25,55,20,34,22
Clp1,0,1,0,1,0,1,0,0,0,0
Clpb,4,5,4,5,3,5,15,9,19,9
Clpp,0,3,0,1,1,9,2,3,7,6
Clptm1,19,21,9,15,7,46,39,38,57,50
Clptm1l,3,10,3,3,3,16,14,12,24,12
Clpx,1,1,0,1,1,3,1,4,3,4
Clrn1,0,0,1,0,0,0,3,0,2,0
Clstn1,64,86,45,49,49,244,172,207,304,227
Clstn2,6,30,13,11,7,9,5,12,13,5
Clstn3,10,21,8,14,8,10,17,26,24,16
Clta,7,9,6,6,4,15,17,11,23,26
Cltb,4,12,5,4,1,20,26,21,23,24
Cltc,37,79,35,45,37,178,194,152,232,187
Cltrn,0,0,0,0,0,1,0,0,2,0
Clu,26,54,41,36,19,135,161,125,211,151
Cluap1,0,1,0,0,0,2,4,2,1,1
Cluh,1,7,3,3,1,10,7,11,14,8
Clvs1,0,1,0,2,1,4,1,5,7,2
Clvs2,0,0,1,0,0,2,0,1,0,1
Clybl,0,0,0,1,1,0,1,1,0,0
Cmah,0,1,0,0,0,0,1,0,0,0
Cmas,2,5,3,4,0,6,2,3,5,1
Cmbl,1,3,0,2,1,0,0,0,0,1
Cmc1,0,1,1,0,0,4,2,2,2,1
Cmc2,0,0,0,0,0,1,2,0,3,1
Cmc4,0,0,0,0,0,0,0,1,0,0
Cmip,10,26,6,14,4,31,36,40,57,31
Cmklr1,0,1,0,0,0,1,0,0,1,0
Cmpk1,1,4,2,3,1,4,6,0,7,2
Cmpk2,0,3,1,1,1,0,2,3,2,2
Cmss1,1,0,0,0,0,0,2,0,1,0
Cmtm3,0,0,0,0,0,0,0,2,0,0
Cmtm4,7,10,7,1,2,18,25,15,24,16
Cmtm5,1,1,0,0,0,1,2,1,3,5
Cmtm6,0,0,0,0,0,1,1,2,1,0
Cmtm7,0,0,0,0,0,0,0,0,0,1
Cmtm8,1,1,1,0,1,1,1,0,0,0
Cmtr1,0,0,0,0,0,0,0,1,3,1
Cmtr2,0,2,1,0,0,0,1,0,3,1
Cmya5,1,2,0,0,0,1,2,1,2,4
Cnbd2,0,0,1,0,0,0,0,0,1,0
Cnbp,0,6,2,4,0,8,15,10,10,13
Cndp2,4,4,4,0,2,6,3,5,10,5
Cnep1r1,1,2,1,0,2,3,0,4,3,3
Cnga1,6,16,6,9,5,20,8,18,22,14
Cnga3,0,1,0,1,0,0,0,0,0,1
Cnga4,0,0,0,0,0,0,1,0,0,0
Cngb1,23,23,28,36,13,51,20,49,63,42
Cngb3,1,0,0,1,0,1,5,2,0,1
Cnih1,0,0,0,2,0,5,6,9,9,2
Cnih2,5,6,2,4,3,14,13,7,23,16
Cnih3,0,2,1,0,0,0,2,1,0,0
Cnih4,0,1,3,0,0,3,4,3,1,1
Cnksr1,0,0,0,0,0,1,0,0,1,0
Cnksr2,4,12,1,6,2,16,17,12,16,8
Cnksr3,0,0,0,0,0,2,2,2,5,0
Cnmd,0,0,0,1,0,1,0,3,0,0
Cnn2,0,0,0,0,1,0,0,0,0,0
Cnn3,2,2,2,0,1,3,15,9,10,4
Cnnm1,7,13,5,4,4,26,17,21,32,21
Cnnm2,5,2,1,2,0,10,7,6,17,9
Cnnm3,3,5,2,4,2,9,13,5,11,12
Cnnm4,3,4,3,3,3,9,9,8,15,6
Cnot1,17,27,16,16,8,53,63,45,70,41
Cnot10,2,2,3,3,0,12,11,8,12,7
Cnot11,3,6,0,3,0,12,4,2,10,8
Cnot2,2,9,2,2,1,7,15,10,17,10
Cnot3,4,5,4,2,0,11,15,14,10,7
Cnot4,3,7,1,1,1,13,11,8,9,6
Cnot6,5,13,9,11,5,32,20,17,32,17
Cnot6l,2,14,1,4,3,20,16,11,20,16
Cnot7,4,2,2,3,2,6,10,6,10,4
Cnot8,1,1,4,0,0,2,3,2,5,5
Cnot9,0,8,4,3,0,15,14,6,8,6
Cnp,0,0,2,0,2,3,5,3,2,7
Cnppd1,1,1,0,3,2,4,3,3,1,0
Cnpy2,1,2,1,0,0,2,4,3,3,3
Cnpy3,3,3,3,0,2,8,12,8,7,6
Cnpy4,1,0,0,0,0,0,1,2,1,2
Cnr1,6,10,5,3,6,17,10,10,21,25
Cnrip1,5,6,4,3,2,3,14,7,11,4
Cnst,4,2,2,7,1,7,14,11,15,6
Cntfr,5,13,9,6,1,14,22,18,26,7
Cntln,0,1,1,1,1,1,1,2,1,2
Cntn1,10,32,19,9,16,32,52,28,42,32
Cntn2,5,7,7,2,1,6,8,3,8,3
Cntn3,0,2,0,2,1,1,1,0,0,0
Cntn4,3,10,4,9,1,13,23,15,13,14
Cntn5,2,0,1,0,0,0,1,3,1,3
Cntn6,0,4,1,2,0,3,5,3,5,10
Cntnap1,5,15,7,9,3,30,16,28,51,49
Cntnap2,13,24,5,18,7,48,46,20,56,52
Cntnap3,0,3,0,0,0,0,0,1,0,0
Cntnap4,0,4,0,1,0,2,3,1,5,3
Cntnap5a,1,2,1,4,1,5,6,7,5,5
Cntnap5b,1,4,0,0,1,7,11,4,13,2
Cntnap5c,0,0,0,0,0,0,1,0,2,0
Cntrl,0,1,0,0,0,0,0,1,2,1
Cntrob,1,3,0,0,1,4,5,2,2,1
Coa3,2,4,3,0,1,6,4,3,3,5
Coa4,0,1,0,0,1,0,0,2,2,2
Coa5,4,5,1,6,1,19,11,10,22,8
Coa6,0,1,0,0,1,1,0,1,0,0
Coa7,0,0,2,0,0,1,2,0,2,1
Coa8,1,0,1,0,0,1,1,2,1,3
Coasy,1,1,3,4,0,4,4,2,4,4
Cobl,3,7,3,2,3,13,16,10,18,8
Cobll1,2,2,0,0,0,2,6,2,4,5
Coch,0,4,1,0,0,4,2,1,6,3
Cog1,4,4,3,4,1,10,7,13,8,6
Cog2,0,3,0,1,1,3,5,3,2,3
Cog3,1,0,0,1,2,3,7,0,6,0
Cog4,2,4,2,1,1,3,5,3,7,2
Cog5,3,2,2,0,1,10,11,7,8,4
Cog6,1,1,3,1,1,2,8,10,14,2
Cog7,3,6,5,4,2,9,8,13,12,6
Cog8,4,7,0,3,3,7,5,5,5,4
Coil,1,1,1,0,1,1,3,3,4,2
Col10a1,0,0,0,0,0,0,1,0,0,0
Col11a1,0,1,0,0,0,0,4,1,0,0
Col11a2,0,0,0,0,0,2,1,0,0,3
Col12a1,0,1,0,0,0,2,12,3,5,6
Col17a1,0,0,0,0,0,0,2,2,0,0
Col18a1,3,2,2,4,2,0,4,3,5,2
Col19a1,0,0,0,0,0,0,0,2,1,0
Col1a1,0,2,0,0,0,0,1,0,2,0
Col1a2,0,0,0,0,0,2,3,1,3,0
Col20a1,0,1,2,1,0,1,1,3,0,0
Col22a1,0,0,0,0,0,0,1,0,0,0
Col23a1,4,14,6,2,2,20,27,24,28,15
Col24a1,0,0,0,0,0,1,4,0,3,0
Col25a1,2,0,0,0,0,4,6,0,3,3
Col26a1,0,0,0,0,0,0,0,0,1,1
Col27a1,0,0,0,1,1,3,2,3,1,2
Col28a1,0,0,0,0,0,2,0,0,0,0
Col2a1,1,4,2,1,1,3,24,7,10,5
Col3a1,0,0,0,1,0,2,0,1,2,0
Col4a1,2,0,1,4,2,5,5,4,7,10
Col4a2,6,4,1,3,2,10,10,13,18,10
Col4a3,1,1,0,1,0,1,2,4,4,1
Col4a4,1,0,0,0,0,0,2,1,1,1
Col4a5,1,0,0,0,0,0,2,1,0,3
Col4a6,0,1,0,1,0,0,0,1,0,1
Col5a1,0,1,2,0,0,2,8,4,3,0
Col5a2,0,0,0,0,0,1,0,2,3,0
Col5a3,0,0,0,0,0,0,2,0,1,2
Col6a1,2,7,0,0,0,9,11,1,11,7
Col6a2,0,0,0,0,1,2,2,4,1,1
Col6a3,0,0,0,0,0,0,1,1,1,1
Col6a4,0,0,0,0,0,0,0,0,1,0
Col6a5,0,0,0,1,0,0,0,0,0,0
Col7a1,0,0,0,0,0,0,0,0,1,0
Col8a1,0,0,0,0,0,1,2,2,1,2
Col8a2,0,0,0,0,0,0,0,1,0,1
Col9a1,0,4,2,1,0,2,9,4,0,2
Col9a2,0,0,0,0,1,1,1,0,1,0
Col9a3,0,0,1,0,0,1,2,0,2,2
Colgalt1,0,5,1,1,2,7,6,3,4,7
Colgalt2,1,2,0,0,0,5,8,2,11,4
Commd1,0,1,1,1,0,0,1,0,0,0
Commd10,0,3,0,0,1,1,2,3,2,2
Commd2,0,0,2,1,0,3,1,1,1,0
Commd3,1,1,1,0,1,3,1,3,8,5
Commd4,0,1,3,1,0,0,1,1,2,1
Commd6,2,2,1,0,0,1,3,3,2,3
Commd7,0,2,2,1,0,5,5,2,2,3
Commd8,0,3,1,0,0,3,2,4,5,0
Commd9,0,0,0,0,0,2,0,1,2,1
Comt,3,2,0,4,4,8,10,12,11,11
Comtd1,0,0,0,1,0,1,0,0,2,1
Cop1,0,4,1,1,1,7,11,3,10,0
Copa,9,28,14,19,10,50,51,38,70,53
Copb1,4,6,2,3,2,13,12,5,11,10
Copb2,6,9,3,5,3,18,9,22,29,18
Cope,0,5,7,4,3,6,4,6,10,6
Copg1,11,26,12,10,4,51,36,49,69,49
Copg2,8,14,1,3,4,9,21,14,13,20
Coprs,0,1,1,0,0,3,1,0,2,2
Cops2,2,4,1,2,2,7,5,7,8,3
Cops3,6,5,1,3,0,9,4,9,8,6
Cops4,2,0,0,0,2,3,7,2,7,3
Cops5,1,2,1,1,1,4,2,5,5,1
Cops6,2,0,2,2,0,6,10,4,6,6
Cops7a,4,5,3,6,6,13,17,17,22,22
Cops7b,1,5,1,0,2,5,4,2,7,3
Cops8,8,6,3,9,2,7,12,9,18,8
Cops9,0,0,0,0,1,0,0,0,1,1
Copz1,10,6,3,6,4,17,16,15,40,19
Copz2,0,0,0,0,0,0,0,0,3,0
Coq10a,0,0,1,1,0,0,5,4,10,4
Coq10b,1,1,0,2,0,1,4,4,3,1
Coq2,0,0,0,1,0,1,2,1,3,0
Coq3,0,0,0,1,0,0,0,0,1,0
Coq4,0,1,0,0,1,3,0,0,0,0
Coq5,1,0,0,3,0,1,7,2,2,2
Coq6,0,1,0,0,0,1,1,1,1,4
Coq7,0,2,0,0,0,1,2,0,0,0
Coq8a,0,2,0,1,0,5,1,8,5,4
Coq8b,0,0,3,0,0,1,2,3,0,3
Coq9,2,1,1,0,3,3,5,5,7,2
Coro1a,0,0,0,0,1,0,0,2,2,2
Coro1b,1,1,2,1,0,5,3,6,15,2
Coro1c,10,10,4,3,4,20,30,21,27,34
Coro2a,1,6,2,0,3,3,1,5,2,4
Coro2b,34,71,44,34,28,151,128,132,216,118
Coro6,0,2,0,0,0,1,1,1,2,1
Coro7,6,8,3,3,4,10,12,9,20,11
Cotl1,4,3,4,5,2,6,5,11,5,7
Cox10,0,1,0,3,1,4,2,3,5,4
Cox11,0,0,1,0,0,0,0,0,0,0
Cox14,1,5,0,3,0,2,7,5,5,2
Cox15,1,2,2,3,1,4,5,7,6,8
Cox16,0,0,0,0,0,1,0,0,0,1
Cox17,0,1,0,0,0,1,3,0,4,1
Cox18,0,1,0,0,0,2,2,2,2,1
Cox19,1,1,0,0,0,7,2,1,8,4
Cox20b,0,0,0,1,0,0,0,0,0,0
Cox4i1,5,2,8,4,5,14,9,24,24,24
Cox4i2,0,1,0,1,1,3,6,2,10,1
Cox5a,0,0,1,1,1,1,1,2,4,3
Cox5b,2,3,1,2,1,5,8,0,5,9
Cox6a1,2,5,4,3,2,11,3,7,9,14
Cox6b1,3,2,3,3,5,10,8,8,18,13
Cox6b2,0,1,0,0,0,1,0,2,1,2
Cox6c,1,0,0,0,0,0,3,1,5,2
Cox7a1,0,0,0,0,0,0,0,0,1,0
Cox7a2,1,4,1,1,0,5,3,4,3,9
Cox7a2l,0,0,0,0,0,1,2,1,2,0
Cox7b,0,1,1,1,1,2,2,6,3,4
Cox7c-ps1,0,0,0,0,0,0,1,0,0,0
Cox8a,3,1,0,3,3,6,3,6,8,9
Cp,3,8,2,0,1,11,41,18,20,10
Cpa2,0,1,0,0,0,0,0,0,0,0
Cpb1,0,0,0,0,0,0,1,0,0,0
Cpd,1,7,0,4,1,8,11,8,13,6
Cpe,28,51,20,30,22,81,76,72,106,99
Cpeb1,1,1,1,1,1,1,4,2,5,2
Cpeb1os1,0,1,0,0,1,0,0,0,0,0
Cpeb2,5,12,10,6,4,18,26,24,33,30
Cpeb3,14,18,12,11,7,39,24,21,40,33
Cpeb4,12,18,5,4,5,29,32,31,31,28
Cplane1,1,2,1,3,0,7,12,6,14,4
Cplx1,10,20,14,15,9,42,19,43,45,39
Cplx2,34,75,21,23,24,148,133,103,142,145
Cplx3,22,26,18,19,12,76,95,89,134,100
Cplx4,2,2,5,4,1,10,9,8,10,1
Cpm,0,0,0,0,1,1,1,2,0,3
Cpne1,0,0,0,0,0,1,0,0,0,0
Cpne2,0,0,0,0,0,0,1,2,1,0
Cpne3,0,2,1,2,1,4,11,4,7,3
Cpne4,2,13,1,5,2,7,3,2,10,8
Cpne5,3,7,2,4,3,19,22,6,26,18
Cpne6,6,5,3,5,8,19,20,10,31,23
Cpne7,0,0,0,0,0,0,0,2,0,2
Cpne8,1,2,2,1,0,5,6,3,9,10
Cpne9,1,1,2,0,0,5,2,3,0,4
Cpox,1,7,0,1,2,2,4,1,1,1
Cpped1,2,1,0,1,0,0,4,3,5,2
Cpq,1,1,1,0,1,1,3,1,3,0
Cpsf1,1,8,4,0,1,8,10,9,8,13
Cpsf2,0,4,2,3,2,9,10,4,10,6
Cpsf3,1,1,4,2,1,6,3,6,9,8
Cpsf4,0,1,0,0,0,2,5,3,1,4
Cpsf4l,1,0,0,0,0,0,1,0,0,0
Cpsf6,8,10,8,6,0,13,32,16,22,15
Cpsf7,7,11,4,3,5,11,23,13,21,15
Cpt1a,3,5,2,3,0,8,4,10,5,6
Cpt1b,0,0,0,0,0,0,1,0,0,0
Cpt1c,5,10,0,2,4,14,20,13,11,10
Cpt2,0,1,0,0,2,4,1,4,5,2
Cptp,3,5,2,2,2,4,1,5,5,4
Cpxm1,0,1,2,0,0,0,2,1,1,1
Cpxm2,0,0,0,1,0,1,0,0,0,0
Cr1l,0,2,0,0,0,3,4,1,0,3
Cr2,0,0,0,0,0,0,2,0,0,0
Crabp1,0,2,3,0,1,3,8,3,6,5
Crabp2,0,0,0,0,0,3,0,0,0,0
Cracd,7,10,2,0,3,7,16,10,23,6
Cracdl,0,0,0,0,0,1,3,0,0,1
Cracr2a,0,1,0,0,0,0,0,0,1,1
Cradd,0,0,0,0,0,1,4,2,2,0
Cramp1l,3,11,4,5,1,11,10,13,19,3
Crat,1,1,2,0,0,3,4,4,3,4
Crb1,9,11,11,9,6,26,37,29,38,15
Crb2,1,1,4,0,2,3,2,3,5,1
Crbn,0,5,2,0,1,4,4,5,6,4
Crcp,0,0,0,1,0,2,0,1,1,1
Creb1,5,9,4,5,3,12,20,11,21,8
Creb3,0,4,2,2,0,5,3,1,7,2
Creb3l1,2,2,1,0,2,2,4,5,1,1
Creb3l2,7,13,5,5,3,15,29,29,45,15
Creb3l3,0,1,0,0,0,0,0,0,0,0
Creb3l4,0,1,0,0,0,0,0,0,0,0
Creb5,0,1,0,0,0,0,6,1,1,0
Crebbp,42,66,17,31,14,116,161,115,149,93
Crebl2,0,3,0,1,0,4,7,5,6,2
Crebrf,8,12,6,0,3,14,14,10,13,10
Crebzf,0,3,0,0,0,0,5,4,5,5
Creg1,2,0,0,0,0,3,6,1,0,2
Creg2,2,5,1,2,2,5,2,3,5,2
Creld1,1,5,6,0,1,11,10,7,18,12
Creld2,1,3,0,0,0,1,1,0,3,1
Crem,0,1,0,0,0,1,3,0,1,0
Crh,0,0,0,0,0,1,0,0,0,0
Crhbp,0,1,0,0,0,2,0,0,0,0
Crhr1,1,1,0,1,0,3,1,0,4,0
Crhr2,0,1,1,1,0,0,1,1,4,2
Crim1,4,7,4,2,5,15,13,22,18,16
Crip1,0,0,0,0,0,0,0,0,1,0
Crip2,6,6,3,1,2,9,6,4,3,2
Crip3,0,0,0,0,0,0,1,0,0,0
Cript,3,1,0,0,1,2,2,2,1,3
Crispld1,0,0,0,0,0,1,4,0,1,1
Crispld2,1,0,0,0,0,3,0,0,1,1
Crk,8,4,5,6,5,10,18,9,16,6
Crkl,4,13,7,2,0,12,17,12,19,12
Crlf1,0,0,0,0,0,0,0,1,0,0
Crlf2,0,0,0,1,0,0,0,2,0,1
Crlf3,2,2,0,1,0,5,7,5,8,2
Crls1,1,1,0,1,0,1,1,0,0,4
Crmp1,21,15,10,11,10,39,47,42,55,48
Crnkl1,0,1,1,1,1,2,4,1,6,1
Crocc,3,2,1,0,3,5,8,11,10,10
Crot,1,2,1,2,3,3,13,6,8,9
Crppa,0,0,0,0,0,1,0,1,5,1
Crtac1,0,3,2,2,1,6,4,5,7,3
Crtap,0,0,0,0,0,0,2,0,1,4
Crtc1,5,17,13,12,1,30,48,33,50,39
Crtc2,3,11,6,2,2,14,12,21,17,8
Crtc3,3,8,1,1,1,9,7,10,11,7
Crx,33,40,44,40,23,64,51,54,83,66
Crxos,0,0,0,0,0,1,2,0,0,0
Cry1,2,6,2,4,2,3,5,8,3,3
Cry2,15,23,10,7,5,32,57,44,56,37
Cryaa,1,0,0,0,0,0,0,0,0,0
Cryab,3,0,1,1,3,5,5,6,6,4
Cryba1,0,0,0,0,0,0,0,0,0,1
Crybb3,0,0,0,0,0,1,1,1,0,2
Crybg3,0,0,0,0,0,1,10,9,8,1
Cryl1,0,2,0,0,0,2,2,0,1,0
Crym,3,1,0,1,3,5,7,12,8,9
Cryz,1,2,0,0,1,7,2,3,3,3
Cryzl1,1,3,1,2,0,4,4,5,1,2
Cryzl2,0,0,0,0,0,1,0,0,0,0
Cs,5,18,5,8,7,34,29,26,37,18
Csad,2,1,0,0,1,4,0,2,3,3
Csdc2,17,27,14,17,13,64,73,60,82,76
Csde1,9,23,7,10,6,32,28,33,40,25
Cse1l,9,19,5,7,3,17,28,24,30,26
Csf1,0,0,0,0,0,0,0,3,1,0
Csf1r,2,0,1,0,0,1,2,2,0,2
Csf2ra,0,1,2,2,0,1,6,2,5,2
Csgalnact1,0,0,0,1,0,1,3,2,1,2
Csgalnact2,1,2,0,1,0,3,3,1,3,3
Csk,2,10,3,3,2,13,9,9,10,11
Csmd1,0,8,0,2,1,6,14,3,5,7
Csmd2,7,5,4,2,3,15,15,18,20,25
Csmd3,1,3,4,1,1,6,6,4,7,5
Csnk1a1,8,24,5,10,9,37,52,29,48,44
Csnk1d,5,10,7,4,3,18,15,15,13,15
Csnk1e,3,8,0,4,1,8,14,12,25,21
Csnk1g1,6,13,4,3,1,12,19,10,25,4
Csnk1g2,5,2,2,1,1,7,7,5,9,9
Csnk1g3,3,5,1,2,0,17,17,16,11,16
Csnk2a1,1,4,0,2,4,8,6,4,14,7
Csnk2a1-ps1,0,0,0,0,0,0,0,0,1,0
Csnk2a2,2,4,2,4,0,4,6,3,7,4
Csnk2b,5,8,2,5,1,16,13,13,21,14
Cspg4,0,3,0,0,0,1,0,0,1,1
Cspg4b,0,0,0,0,0,0,2,0,0,1
Cspg5,12,20,10,9,3,32,58,47,70,37
Cspp1,1,1,0,0,0,5,11,2,8,3
Csrnp1,0,1,0,0,0,0,0,1,2,0
Csrnp2,1,7,0,1,1,11,13,7,17,6
Csrnp3,8,20,5,5,5,26,44,21,30,21
Csrp1,1,1,2,1,0,6,5,3,3,7
Csrp2,0,3,1,0,0,0,3,1,0,0
Cst3,8,16,17,19,13,29,21,37,52,35
Cst6,0,0,0,0,0,1,0,0,0,0
Cstb,0,1,1,0,0,0,4,2,0,4
Cstf1,0,4,1,1,0,3,6,6,8,4
Cstf2,1,6,2,0,2,5,9,4,8,7
Cstf2t,5,8,2,7,1,15,30,21,29,16
Cstf3,1,3,1,0,0,4,5,2,6,5
Ctbp1,3,11,5,2,2,19,12,17,31,16
Ctbp2,18,22,14,24,9,43,34,50,60,28
Ctbs,0,1,0,0,0,2,2,2,1,0
Ctc1,4,3,3,2,4,11,17,10,14,12
Ctcf,2,6,3,3,2,7,17,11,7,6
Ctdnep1,6,4,0,3,2,5,6,4,8,2
Ctdp1,0,1,1,2,1,4,2,4,9,5
Ctdsp1,1,3,0,1,0,2,3,2,1,4
Ctdsp2,4,7,4,3,3,16,20,16,24,16
Ctdsp2-ps,0,0,0,0,0,0,1,0,0,0
Ctdspl,0,3,3,0,0,1,4,1,3,0
Ctdspl2,3,1,0,1,1,5,5,2,6,5
Ctf2,0,0,0,0,0,0,0,0,2,0
Cth,0,0,0,0,0,0,2,0,0,0
Cthrc1,0,0,0,0,0,0,0,0,0,1
Ctif,5,12,7,13,5,24,10,25,34,15
Ctnna1,1,3,1,0,0,8,5,8,6,6
Ctnna2,2,3,7,0,1,9,9,10,22,8
Ctnna3,1,0,2,0,1,1,2,0,0,0
Ctnnal1,2,3,0,0,0,2,1,0,0,1
Ctnnb1,6,15,11,11,9,36,34,41,59,41
Ctnnbip1,1,1,0,2,1,4,3,3,10,6
Ctnnbl1,1,0,0,1,0,1,5,4,7,2
Ctnnd1,0,4,1,0,0,3,12,4,8,3
Ctnnd2,14,39,9,12,8,57,47,32,49,44
Ctns,0,1,2,2,0,1,3,2,2,2
Ctps,1,0,0,0,0,2,3,4,8,3
Ctps2,2,6,1,6,1,9,9,3,5,8
Ctr9,1,5,4,1,0,7,9,9,9,9
Ctrb1,0,0,0,0,0,0,1,0,0,0
Ctrl,0,0,0,0,0,0,1,0,0,0
Ctsa,1,8,5,1,2,14,19,14,23,10
Ctsb,8,21,15,10,6,44,36,34,41,35
Ctsc,0,0,0,0,0,2,1,0,2,0
Ctsd,12,13,7,7,7,28,35,26,47,24
Ctsf,6,5,7,4,2,18,13,13,27,9
Ctsh,0,1,0,0,0,1,3,2,0,3
Ctsl,3,4,4,1,0,7,14,9,19,16
Ctso,2,0,0,0,1,2,3,2,6,1
Ctsz,0,1,1,0,0,2,1,1,1,2
Cttn,2,4,3,0,1,9,5,7,8,6
Cttnbp2,2,4,2,3,1,9,13,8,10,7
Cttnbp2nl,2,4,0,0,0,7,12,4,9,10
Ctu1,0,0,0,0,0,0,1,4,1,1
Ctu2,0,0,0,1,0,0,0,0,0,0
