"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Ednrb",3.85800468499161,1.59542621229772,0.799277101123593,1.99608647621073,0.0459245108137828,0.0996756396226783
"Gm44798",1.81530580474162,2.90259011369265,1.45420125308914,1.99600303433016,0.0459335925161838,0.0996810390564385
"Noa1",6.67697781274497,-0.908509742452295,0.45520259610076,-1.99583603045005,0.0459517735382659,0.0997061806484809
"Nudt13",2.69968362552524,-1.63250642900723,0.817996758656172,-1.99573703896964,0.0459625531925242,0.0997152578374554
"Ccdc88c",10.9515957074879,0.860168923146882,0.431120285045412,1.99519473563225,0.0460216449908259,0.0998291300511285
"Efs",2.9980742804279,2.04840817175519,1.02711732750104,1.99432734402303,0.0461162928723893,0.100020085990231
"C130080G10Rik",1.03789477171249,-3.32513302786692,1.66744660448713,-1.99414663049414,0.0461360325585424,0.100048544568568
"Prkcq",2.91506118354942,2.02934086984195,1.01854796362801,1.99238616374388,0.046328704280507,0.100441681045404
"Sh2b3",8.98351877543749,0.813182039430407,0.408148355605873,1.9923687753765,0.046330610698525,0.100441681045404
"Msantd1",0.819416961118457,2.80920309719592,1.41055037110225,1.99156524626677,0.0464187797361718,0.100618395938014
"Wwp2",26.5917467297737,0.480914220271614,0.241509092049494,1.99128826244379,0.0464492051275209,0.100669911672076
"Flnc",0.548439274579728,3.43214425454832,1.72379733076164,1.99103699332906,0.0464768203976369,0.100715323100785
"Col5a3",0.721928889112746,-2.96172618398251,1.48764418481186,-1.99088344795101,0.0464937023221818,0.100737465673559
"Dpm3",0.547119781205175,3.42933082442356,1.72350850822052,1.98973826242625,0.0466197754467406,0.100996151537457
"Cd44",5.15392823040892,1.26095666314812,0.633887536268183,1.98924350299047,0.0466743323005699,0.101099854046098
"Nceh1",17.1077967213045,0.567115034955514,0.285152258800954,1.98881480841216,0.0467216476571197,0.101187843500384
"Castor1",1.0206195849343,2.60335407059188,1.30920297761742,1.98850301679702,0.0467560856909585,0.101219908568057
"Tmem132cos",0.514653321071139,3.33335146693287,1.67631546845421,1.9884989011088,0.0467565404201059,0.101219908568057
"Top3a",3.56802314161461,-1.41438295254992,0.711262565039296,-1.98855250096254,0.0467506186361036,0.101219908568057
"Ahsa2",2.93545460061865,1.38697807942737,0.697618324280689,1.98816176575849,0.0467938020603798,0.101286068978631
"Rabep2",1.98512077845477,-1.68128704168599,0.845754100772806,-1.98791473804232,0.0468211204790397,0.10133069123574
"Pgm3",2.11346409999057,1.84076014802514,0.926141208209601,1.98755884276401,0.0468605019889485,0.101401404031912
"Ppp1r1b",5.49046003121137,1.68688805507202,0.849245893597275,1.98633642834187,0.0469959803044409,0.101680010628629
"Ppp1r12a",25.6678177328584,-0.478784838342826,0.241076171016784,-1.98603137059736,0.0470298407150226,0.101738709514739
"Gm26912",0.473106535773701,-3.63822140103364,1.83209064680729,-1.98583045406286,0.0470521530001327,0.101772413349979
"Lactb2",4.94401144909279,-0.961356745506895,0.48422306178138,-1.98535927217142,0.0471045138616816,0.101871092424469
"Fancm",8.82516382018392,-0.896837175166167,0.45183882668766,-1.9848608003449,0.0471599607070697,0.101968174771461
"Skil",43.9616758208298,-0.380427887193943,0.191667314876703,-1.98483443793569,0.0471628946220847,0.101968174771461
"Lmod1",2.04524794931173,1.85865253548726,0.936693478738169,1.98426975064572,0.0472257764544115,0.102089527050099
"Gpr89",9.54882731002594,-0.78746450417948,0.397085945776235,-1.98310847451456,0.0473553142060476,0.102354916335834
"Zfp488",6.40280620002639,1.00875242764872,0.508695493237526,1.98301821238606,0.047365395246858,0.102362070042423
"Stk4",27.2120344492415,-0.521491657785466,0.263017109716321,-1.98272902606193,0.0473977055435732,0.102417254817352
"Zfp366",1.83253430593135,1.82776791042955,0.922130358332946,1.98211445259631,0.0474664323413385,0.102551101572676
