"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Pttg1ip",9.69194779373057,0.0841603352032056,0.458262410068138,0.183650967991662,0.854287276404675,0.936578780137361
"Rnf149",1.40254385501314,0.20440098998104,1.11088451350185,0.183998415223834,0.85401469816595,0.936578780137361
"Rnf168",8.02711257987458,-0.102531300515743,0.558101351990584,-0.183714481518534,0.854237447666951,0.936578780137361
"Sirt3",6.94178581254822,-0.101706302524907,0.55337466093531,-0.183792843627867,0.854175970462052,0.936578780137361
"Srp9",1.04468319355637,-0.269624313365244,1.46572892670915,-0.183952372401222,0.854050818539279,0.936578780137361
"Trmt10a",1.8892719105136,-0.183552743599643,0.99495625495075,-0.184483229977512,0.853634381908006,0.936578780137361
"Zfp459",1.42160985977988,0.19140109925306,1.03954724074503,0.184119674172657,0.853919572567,0.936578780137361
"Zfp738",11.4842966117456,-0.0786663969066254,0.426326088951314,-0.184521658292437,0.853604238006617,0.936578780137361
"Kctd21",6.65586363843591,0.0912407955744462,0.498790115601042,0.182924225482097,0.854857474415069,0.93698441433851
"Cebpz",13.3241956082251,-0.069170829546963,0.379520912337525,-0.182258282214094,0.85538003625472,0.937180022511
"Gatd1",7.77854830718917,-0.0971075358814152,0.533555921377342,-0.182000671327455,0.855582199057401,0.937180022511
"Mcm4",4.80798691806567,-0.115794210250205,0.636060609505952,-0.182049019416792,0.855544256672252,0.937180022511
"Pi16",0.92253713377802,-0.289531786773363,1.58822955327916,-0.182298450608463,0.855348514547628,0.937180022511
"Snrpb2",2.93183209758435,0.154041713033195,0.84509554135399,0.182277275757949,0.855365131250652,0.937180022511
"Tra2b",8.46711408624127,-0.0942557295363191,0.51772621775453,-0.182057091767774,0.855537921723315,0.937180022511
"Tsr3",0.750481462013813,-0.297372976966669,1.63069576116657,-0.182359569484582,0.85530055262249,0.937180022511
"Usp42",21.0647768546319,0.0582765624453226,0.319283579437956,0.182522892495469,0.855172390486896,0.937180022511
"B4galt7",2.61173362057266,-0.156411457479179,0.860429894470189,-0.181782918613595,0.855753090140351,0.937217615877459
"Npy1r",2.40082465511749,0.241297070186588,1.32716838970745,0.181813454914924,0.855729125017943,0.937217615877459
"Nptx1",73.8603839804491,-0.0487322434952299,0.268331786985321,-0.181611891914601,0.855887315657804,0.937289827447807
