Gene,RGC_1,RGC_2,RGC_3,RGC_4,BP_1,BP_2,BP_3,BP_4,ONL_1,ONL_2,ONL_3,ONL_4
Gm7004,1,0,0,1,0,1,0,1,0,0,0,1
Gm7008,0,2,0,0,0,0,0,0,0,0,0,0
Gm7030,0,0,0,1,0,0,0,0,0,0,0,0
Gm7039,0,0,0,1,0,1,0,0,0,0,1,0
Gm7043,3,3,4,2,0,1,0,0,4,2,2,2
Gm7046,1,2,0,1,0,0,0,0,0,0,0,0
Gm7048,0,1,0,0,0,0,0,0,0,0,1,0
Gm7049,0,0,0,0,0,0,0,0,0,1,0,0
Gm7059,0,0,0,0,0,0,0,0,0,0,0,0
Gm7067,1,0,0,0,0,0,0,0,0,0,0,0
Gm7069,0,1,1,1,0,0,0,0,2,2,2,4
Gm7072,0,1,2,4,0,1,0,2,9,7,6,5
Gm7074,0,0,0,0,0,0,0,0,1,0,1,1
Gm7079,0,0,0,0,0,0,0,0,0,0,0,0
Gm7091,0,0,0,0,0,0,0,0,2,0,0,0
Gm7099,0,0,0,0,0,0,0,0,0,0,0,1
Gm7103,0,0,0,0,0,0,0,0,0,0,0,0
Gm7105,0,4,1,1,0,1,0,1,0,1,1,0
Gm7107,2,1,2,2,1,0,0,1,4,3,5,2
Gm7108,0,0,0,0,0,0,0,0,1,0,0,0
Gm7114,0,0,0,0,0,0,0,0,1,0,0,1
Gm7117,0,0,0,0,0,0,0,0,1,0,0,0
Gm7118,0,0,1,1,0,0,0,0,2,1,0,2
Gm7123,1,0,1,0,0,0,0,0,0,0,0,0
Gm7125,0,0,0,0,0,0,0,0,0,0,0,0
Gm7129,0,0,0,1,0,0,0,0,2,1,1,0
Gm7132,0,3,3,2,0,1,0,0,5,1,1,0
Gm7135,0,0,0,0,0,0,1,0,0,0,0,0
Gm715,0,0,1,2,0,1,0,0,0,0,0,0
Gm7150,0,0,0,1,0,0,0,0,0,0,0,0
Gm7160,1,0,1,0,0,0,0,0,0,0,0,0
Gm7162,0,0,1,1,0,0,0,0,0,0,1,0
Gm7172,5,3,3,8,0,0,1,0,0,2,1,1
Gm7177,0,1,1,0,0,1,0,1,2,2,2,2
Gm7180,0,1,0,2,0,0,0,1,2,0,0,1
Gm7183,0,2,0,0,0,0,0,1,0,0,1,0
Gm7191,1,0,2,4,0,0,1,3,4,12,2,0
Gm7198,1,1,0,1,0,1,0,0,0,0,0,1
Gm7199,0,0,0,0,0,0,0,0,1,0,0,0
Gm7209,0,0,0,0,0,0,0,0,0,0,0,0
Gm7211,0,0,1,0,0,0,0,0,1,0,0,0
Gm7213,0,0,0,0,0,0,0,0,0,1,2,2
Gm7222,0,0,0,1,0,0,0,0,1,0,0,0
Gm7224,0,0,0,1,0,0,0,0,1,0,1,0
Gm7229,0,1,0,0,0,0,0,0,0,0,0,0
Gm7232,1,1,0,2,0,0,0,1,2,0,0,0
Gm7237,0,0,0,0,1,0,0,0,1,0,0,1
Gm7240,0,0,0,0,0,0,0,0,0,0,0,0
Gm7244,0,0,0,0,2,0,0,1,0,0,0,0
Gm7251,5,10,14,11,3,5,2,1,11,8,10,9
Gm7265,0,1,0,1,1,1,1,0,3,0,2,0
Gm7271,0,0,0,0,1,0,0,0,0,0,0,0
Gm7274,0,2,0,0,0,0,0,0,0,0,0,0
Gm7276,2,0,1,1,0,0,0,0,0,0,0,0
Gm7278,0,0,0,0,0,0,0,0,0,0,1,0
Gm7285,2,0,1,0,0,0,0,0,0,2,1,0
Gm7286,1,1,1,3,0,1,1,0,2,2,2,0
Gm7287,0,0,0,0,0,0,0,0,0,0,0,0
Gm7289,0,0,0,1,0,0,0,0,1,0,0,0
Gm7292,8,9,9,7,1,2,1,7,3,3,3,3
Gm7295,0,0,0,0,0,0,0,1,0,0,0,1
Gm7299,0,0,0,0,0,0,0,0,1,0,0,1
Gm7308,0,2,2,3,0,1,0,0,0,0,0,0
Gm7324,0,0,0,0,1,0,0,0,0,0,0,0
Gm7327,0,1,0,0,0,0,0,0,3,0,1,0
Gm7328,0,0,1,0,0,0,0,0,0,0,0,0
Gm7331,1,0,0,0,0,0,0,0,0,0,0,0
Gm7333,0,0,0,1,0,0,0,0,0,0,0,0
Gm7336,1,0,1,0,0,0,0,1,0,0,0,0
Gm7351,1,0,0,0,0,0,0,0,0,0,0,0
Gm7353,2,0,0,0,0,0,0,0,1,0,0,0
Gm7367,0,0,0,0,0,0,0,1,0,2,0,2
Gm7368,0,0,0,0,0,0,0,1,0,0,0,1
Gm7370,0,0,1,0,0,0,0,0,0,0,0,0
Gm7380,4,0,3,0,0,0,2,0,2,1,1,0
Gm7389,0,0,0,0,0,0,0,0,1,0,0,0
Gm7390,0,0,1,0,0,0,0,0,0,0,0,0
Gm7407,2,0,0,0,0,0,1,0,1,0,0,0
Gm7411,1,0,0,0,0,0,0,0,3,0,0,0
Gm7412,0,0,0,0,0,1,0,0,0,0,0,0
Gm7413,1,0,0,0,0,0,0,0,0,0,0,0
Gm7420,0,1,0,0,1,0,0,1,1,0,1,1
Gm7424,0,0,1,0,0,1,0,1,0,0,0,0
Gm7429,0,0,1,0,0,0,0,0,0,0,0,0
Gm7430,0,0,0,0,0,0,0,0,0,0,2,0
Gm7435,0,0,0,1,0,0,0,0,0,3,0,0
Gm7436,1,1,0,0,0,0,1,0,1,1,0,0
Gm7442,0,0,0,0,0,0,1,0,0,0,0,1
Gm7443,0,0,0,1,0,0,0,0,1,1,0,0
Gm7451,0,0,0,0,0,1,0,0,0,0,0,0
Gm7452,0,0,0,0,0,0,0,0,2,0,0,0
Gm7456,2,0,1,3,0,0,0,0,2,1,1,2
Gm7457,2,1,0,0,0,0,0,0,2,1,0,1
Gm7459,1,0,0,0,0,0,0,0,0,0,0,0
Gm7461,0,0,0,0,0,0,0,0,0,0,0,0
Gm7466,0,0,0,0,0,0,0,0,2,0,0,0
Gm7468,0,0,0,0,0,0,0,0,1,0,0,1
Gm7470,0,0,1,0,0,0,0,0,0,0,0,0
Gm7478,1,0,0,0,0,0,0,0,1,0,0,0
Gm7480,0,0,1,0,0,0,0,0,0,0,0,0
Gm7481,0,2,6,5,3,3,2,2,4,5,4,3
Gm7485,0,0,0,0,0,0,0,0,0,1,0,0
Gm7488,0,0,0,1,0,0,1,0,3,2,2,1
Gm7489,0,1,0,0,0,0,0,0,0,0,0,0
Gm7496,0,0,0,1,0,1,0,0,0,0,1,0
Gm7497,15,12,16,11,6,6,6,3,19,17,11,10
Gm7504,0,0,0,0,0,0,1,0,0,0,0,0
Gm7507,11,3,4,4,2,0,2,0,5,8,5,7
Gm7508,0,0,2,1,0,0,0,0,2,2,1,0
Gm7511,1,1,0,0,0,0,0,0,0,0,0,0
Gm7516,0,0,0,1,0,0,0,0,0,0,0,0
Gm7517,1,0,0,0,0,0,0,0,1,0,0,0
Gm7523,1,0,0,0,0,0,0,0,0,0,0,0
Gm7527,0,1,1,0,0,0,0,0,0,0,1,0
Gm7529,0,0,0,3,0,0,0,0,0,0,0,0
Gm7532,0,0,0,0,0,0,0,0,0,0,0,0
Gm7535,1,0,1,0,0,0,0,0,0,0,0,0
Gm7537,0,0,0,1,0,0,0,0,0,0,0,0
Gm7539,0,0,1,0,0,0,0,0,0,0,0,0
Gm7543,0,0,0,0,0,0,0,0,0,0,0,1
Gm7545,0,3,2,1,0,0,0,1,1,0,1,2
Gm7546,1,0,0,1,0,1,3,0,9,16,6,12
Gm7553,1,0,0,0,0,0,0,0,0,0,0,0
Gm7554,0,0,0,1,1,0,0,0,0,0,0,0
Gm7556,1,1,1,2,1,0,1,0,3,1,0,0
Gm7560,1,1,0,1,0,0,0,0,0,2,1,2
Gm7565,0,0,0,0,0,0,1,0,0,0,0,0
Gm7568,0,0,0,0,2,1,0,0,0,1,0,0
Gm7572,1,0,1,5,2,0,1,1,1,3,1,4
Gm7583,0,1,2,1,0,0,0,1,0,0,0,0
Gm7584,0,0,0,0,0,0,0,0,0,0,0,1
Gm7589,1,0,0,0,0,0,0,0,1,0,0,0
Gm7591,0,0,0,0,0,0,0,0,1,0,0,0
Gm7598,1,1,0,0,0,0,0,0,1,3,5,2
Gm7599,1,0,0,0,0,0,0,0,2,0,1,0
Gm7609,0,0,0,1,0,0,0,0,0,0,0,0
Gm7611,3,3,2,2,1,0,1,3,3,4,1,0
Gm7614,0,0,1,0,0,0,0,0,0,0,0,0
Gm7616,0,0,0,0,2,0,0,0,3,8,4,1
Gm7618,1,0,0,0,0,0,0,0,0,0,0,0
Gm7619,1,0,1,1,0,0,0,2,0,0,0,1
Gm7621,1,0,0,0,0,0,0,0,0,0,0,0
Gm7622,0,0,0,0,0,0,0,0,1,0,0,0
Gm7627,0,1,0,0,0,0,0,0,0,2,1,1
Gm7628,0,0,0,1,0,2,0,0,1,0,1,1
Gm7634,0,0,0,0,0,0,0,0,0,0,0,0
Gm7642,0,0,1,0,0,0,0,0,0,0,0,0
Gm7644,1,0,0,2,0,1,0,0,0,0,1,0
Gm7653,1,0,0,0,0,0,0,0,0,0,0,0
Gm7656,5,4,6,6,3,5,5,2,7,5,3,4
Gm7658,1,4,5,3,0,1,2,0,4,4,3,0
Gm7667,0,0,0,0,0,0,0,0,1,0,0,0
Gm7670,0,0,0,0,0,0,0,0,0,0,0,1
Gm7675,0,0,1,0,0,0,0,1,0,0,0,0
Gm7688,0,0,0,0,0,0,0,0,0,0,0,0
Gm7691,0,0,0,0,0,0,0,0,0,0,1,0
Gm7693,3,2,3,2,0,0,1,0,5,1,0,0
Gm7694,22,19,18,14,4,5,2,2,4,2,1,1
Gm7695,0,0,0,0,0,0,0,0,1,0,0,0
Gm7701,1,1,2,0,1,0,1,0,0,0,1,1
Gm7707,1,0,0,0,0,0,0,0,0,0,1,0
Gm7708,0,0,0,0,0,0,0,0,0,0,0,1
Gm7709,0,0,0,1,0,0,0,0,0,1,0,0
Gm7712,1,0,0,0,0,0,1,0,2,0,0,0
Gm7713,0,0,0,0,0,0,0,0,1,1,2,0
Gm7719,1,0,0,0,0,0,0,0,0,0,0,0
Gm7720,0,0,0,0,0,1,0,0,0,0,0,0
Gm7722,0,0,1,1,0,0,0,0,0,0,0,0
Gm7730,1,0,0,0,0,0,0,0,0,0,0,0
Gm7731,0,0,0,0,0,0,0,0,0,1,0,0
Gm7733,0,0,0,0,0,0,0,0,0,0,0,0
Gm7734,4,1,2,2,1,3,5,2,7,9,7,5
Gm7741,13,6,0,3,2,1,0,3,3,10,2,1
Gm7745,3,2,4,1,0,0,0,0,5,4,1,2
Gm7763,3,0,0,2,0,1,1,1,2,1,1,0
Gm7765,0,2,3,2,0,0,0,2,8,2,2,0
Gm7769,0,0,0,1,0,0,0,0,0,0,1,0
Gm7774,1,0,0,0,0,0,1,0,0,0,0,0
Gm7780,0,0,0,0,0,0,0,0,0,0,0,0
Gm7784,9,4,5,8,0,2,0,0,2,9,5,10
Gm7787,0,0,0,0,0,0,0,0,1,0,0,0
Gm7788,0,0,0,0,0,0,0,0,0,0,0,0
Gm7804,0,0,0,0,0,0,0,0,1,0,0,0
Gm7809,1,0,0,0,0,0,0,1,0,0,0,0
Gm7815,0,0,0,0,0,0,0,0,0,1,0,0
Gm7818,2,5,3,5,0,0,1,0,0,0,0,0
Gm7820,1,0,1,1,0,0,2,0,5,3,2,4
Gm7822,0,0,0,0,1,0,0,0,0,0,0,0
Gm7824,0,1,0,0,0,0,0,0,0,0,0,0
Gm7831,0,0,0,0,1,0,0,0,0,0,0,0
Gm7832,0,1,2,1,0,0,2,0,0,0,0,0
Gm7833,0,0,0,0,0,0,0,0,0,0,1,0
Gm7851,0,0,0,0,0,0,0,0,0,0,0,0
Gm7854,0,1,0,0,0,0,0,1,0,0,0,0
Gm7858,0,0,1,0,0,0,0,0,0,1,0,0
Gm7859,0,0,0,0,0,0,0,0,1,0,0,0
Gm7860,0,1,0,0,0,0,0,0,0,0,0,0
Gm7862,1,0,0,0,0,0,0,0,1,0,0,1
Gm7863,0,0,0,1,0,0,0,0,0,0,0,0
Gm7867,0,0,0,0,0,0,0,1,0,0,0,0
Gm7889,0,0,0,0,1,0,0,0,1,0,1,0
Gm7890,0,1,0,0,0,0,0,0,0,0,0,0
Gm7895,1,0,0,0,0,0,0,0,0,1,0,0
Gm7899,0,0,1,0,0,0,1,0,0,0,0,1
Gm7908,0,0,1,0,0,0,0,0,0,1,0,1
Gm7910,1,0,0,0,0,0,0,0,0,0,0,0
Gm7912,0,0,2,0,0,1,0,0,1,1,1,1
Gm7927,0,0,0,0,0,0,0,0,1,0,0,0
Gm7931,0,0,0,0,0,0,0,0,0,0,2,0
Gm7933,0,0,0,0,0,0,1,0,0,0,0,0
Gm7935,0,0,0,0,0,0,0,0,0,1,1,1
Gm7936,0,0,0,0,0,0,0,0,1,0,0,0
Gm7940,0,0,0,0,0,0,0,0,1,0,0,0
Gm7946,0,0,0,0,0,0,0,0,0,0,1,0
Gm7952,3,1,1,1,0,1,0,2,4,4,2,0
Gm7962,0,0,0,0,0,1,1,1,1,0,0,0
Gm7964,7,6,8,7,0,3,3,4,10,13,6,4
Gm7968,0,0,0,0,0,0,0,0,1,1,0,0
Gm7972,0,0,0,1,1,1,0,0,2,0,0,0
Gm7977,1,0,0,0,0,0,0,0,0,0,0,0
Gm7984,1,0,0,0,0,1,0,0,0,0,0,0
Gm7985,0,1,0,0,0,0,0,0,0,4,1,0
Gm7993,0,0,0,0,0,0,0,0,0,0,0,0
Gm7997,0,1,0,1,0,0,0,0,0,1,1,0
Gm8013,0,0,0,0,0,0,0,0,0,0,0,0
Gm8019,0,0,0,0,0,0,0,0,1,0,0,0
Gm8031,0,1,0,0,0,0,0,0,0,0,0,0
Gm8036,0,0,0,0,0,0,0,0,2,0,0,0
Gm8041,0,0,0,1,0,0,0,0,0,0,0,0
Gm8048,0,0,0,0,0,0,0,0,1,0,0,0
Gm8051,0,0,0,0,0,0,0,0,0,0,1,0
Gm8055,1,1,0,2,1,0,0,0,0,0,1,1
Gm8058,2,2,0,0,0,0,0,1,1,0,1,0
Gm8066,1,2,2,4,0,0,2,1,11,5,4,7
Gm807,0,0,0,0,1,0,0,1,0,0,0,0
Gm8075,0,0,0,0,0,0,0,0,0,0,0,0
Gm8079,2,0,5,1,0,0,0,0,0,1,2,1
Gm8093,0,0,0,0,0,0,0,0,0,0,1,0
Gm8097,0,0,0,0,0,1,0,0,1,0,0,0
Gm8098,2,2,0,1,1,1,0,0,0,0,0,0
Gm8100,1,5,10,6,1,1,2,2,3,3,4,2
Gm8101,0,0,0,0,1,0,0,0,1,0,0,0
Gm8106,0,0,1,0,0,0,0,0,0,0,0,0
Gm8107,3,2,0,3,0,0,1,0,0,3,0,0
Gm8121,0,0,0,0,0,0,0,0,1,1,0,0
Gm8129,0,0,0,0,0,0,0,0,0,0,0,0
Gm8130,0,0,0,0,0,0,0,0,0,0,0,0
Gm8132,0,1,0,0,0,0,0,0,0,0,0,0
Gm8134,0,0,1,0,0,0,0,0,0,0,0,1
Gm8141,0,1,2,2,0,0,1,1,2,0,1,0
Gm8146,0,0,0,0,0,0,0,0,0,1,0,0
Gm8158,0,1,0,0,0,0,0,0,0,0,0,0
Gm816,0,0,0,0,0,0,0,0,1,0,0,0
Gm8163,0,0,0,0,1,0,0,1,0,0,1,0
Gm8167,1,0,0,0,0,0,1,0,1,0,1,0
Gm8170,1,0,3,2,0,0,0,0,0,3,1,0
Gm8174,0,1,1,1,0,1,0,0,1,0,0,0
Gm8176,0,0,0,0,0,0,0,0,0,0,1,0
Gm8181,0,0,1,0,0,0,0,0,0,1,0,0
Gm8183,0,0,0,0,0,0,0,0,0,0,1,0
Gm8184,0,0,0,0,0,0,0,0,1,1,0,0
Gm8185,0,0,0,0,0,0,0,0,0,0,0,0
Gm8188,1,1,0,0,0,0,0,0,2,0,1,0
Gm8189,0,0,0,0,0,0,0,0,0,0,0,0
Gm8192,0,0,0,0,0,0,0,0,1,0,0,0
Gm8210,0,0,0,1,0,0,0,0,0,0,0,0
Gm8228,0,2,1,1,0,1,0,0,0,0,0,0
Gm8231,0,1,0,1,1,0,0,0,0,0,0,0
Gm8234,1,0,0,0,0,0,0,0,0,0,0,0
Gm8245,1,2,0,2,0,0,0,0,4,4,2,3
Gm8251,0,0,0,1,0,0,0,0,1,1,1,0
Gm8253,0,0,1,0,0,0,0,0,0,0,0,0
Gm826,0,0,0,0,0,0,0,0,0,0,0,0
Gm8261,2,0,1,0,0,0,0,0,0,2,0,0
Gm8268,0,0,1,0,0,0,0,0,0,0,0,0
Gm8276,0,0,0,0,0,2,0,0,0,1,0,0
Gm8277,0,1,0,1,1,0,3,2,1,4,0,1
Gm8278,0,0,0,0,0,0,1,0,0,0,0,0
Gm8288,0,0,0,1,0,0,0,0,0,0,0,0
Gm8291,0,0,0,0,0,0,0,0,1,1,0,0
Gm830,0,0,1,0,0,0,0,0,0,0,0,0
Gm8302,1,0,0,1,0,0,0,0,0,0,0,0
Gm8309,0,0,0,1,0,0,0,0,0,0,0,0
Gm8317,0,0,0,1,0,0,0,0,0,0,0,0
Gm8318,2,4,0,4,0,0,2,0,5,6,2,1
Gm8321,2,0,0,0,0,0,0,0,0,0,0,0
Gm8326,1,1,0,2,0,1,0,0,1,0,0,0
Gm8330,1,8,6,3,1,0,0,2,5,4,2,2
Gm8337,5,4,3,5,0,5,2,3,3,3,0,1
Gm8338,0,1,0,0,0,0,0,0,0,1,0,0
Gm8343,2,0,4,3,1,0,0,0,1,2,0,1
Gm8345,0,0,0,1,0,0,0,0,0,1,0,0
Gm8349,1,2,4,5,1,0,2,4,5,8,1,0
Gm8353,1,0,0,0,0,0,0,0,1,0,0,0
Gm8355,0,2,1,0,1,0,0,0,1,0,0,1
Gm8357,5,0,2,0,1,1,1,2,7,2,4,0
Gm8365,4,2,0,1,1,1,1,1,4,4,1,2
Gm8367,0,0,0,0,0,0,0,0,1,0,1,0
Gm8371,0,0,0,0,0,0,0,0,0,0,0,0
Gm8373,0,0,0,0,0,1,0,0,0,0,0,0
Gm8375,0,0,1,0,1,0,0,0,0,0,0,0
Gm8378,0,0,0,0,0,0,0,0,2,2,1,0
Gm8390,0,1,0,0,0,0,0,0,0,0,0,0
Gm8392,0,0,0,0,1,0,0,0,0,0,0,0
Gm8396,0,0,0,0,0,0,0,0,0,1,0,1
Gm8399,0,0,0,1,0,0,0,0,0,0,0,0
Gm8407,0,0,0,0,0,0,0,0,0,0,1,0
Gm8417,0,1,0,0,0,0,0,0,1,1,0,0
Gm8420,0,0,0,0,0,0,0,0,0,0,0,0
Gm8423,1,0,0,1,0,0,0,0,0,0,1,0
Gm8428,0,1,0,1,0,0,0,0,0,0,0,3
Gm8437,0,0,1,3,0,0,0,0,0,0,1,0
Gm8444,1,0,0,0,0,0,0,0,0,0,0,0
Gm8446,1,0,0,0,0,0,0,0,0,0,0,0
Gm8449,0,0,0,0,0,0,0,0,0,0,0,1
Gm8454,1,1,0,1,0,0,1,0,1,0,0,0
Gm8458,1,0,0,0,0,0,0,0,0,0,0,0
Gm8459,0,0,0,0,0,0,1,0,0,0,0,0
Gm8468,1,0,0,0,0,0,0,0,0,0,0,0
Gm8475,1,0,0,1,1,0,0,0,0,0,1,0
Gm8483,0,0,1,1,1,1,4,1,1,0,0,3
Gm8488,0,0,0,1,0,0,0,0,0,0,0,0
Gm8492,2,5,5,3,1,0,3,0,7,1,5,0
Gm8494,1,0,0,0,0,0,0,0,0,1,0,1
Gm8497,0,0,0,0,0,0,0,0,0,0,0,0
Gm8504,0,0,0,0,0,0,0,0,2,0,1,2
Gm8513,0,0,2,1,0,0,0,1,0,1,1,0
Gm8514,0,0,2,0,0,0,0,1,0,1,0,0
Gm8517,0,0,0,1,0,0,0,0,1,0,0,0
Gm8522,1,0,0,1,0,0,1,0,0,0,0,0
Gm8523,0,0,1,0,0,0,0,0,0,1,0,0
Gm8524,1,0,0,0,0,0,0,0,1,0,0,0
Gm8529,0,1,2,2,0,0,0,0,2,1,0,0
Gm8539,0,0,0,0,0,0,0,0,1,0,0,0
Gm8543,3,1,5,0,0,0,0,4,1,0,0,0
Gm8545,1,0,0,0,0,0,0,0,0,1,0,0
Gm8546,1,0,0,0,0,0,1,0,0,0,0,0
Gm8565,1,0,0,0,0,0,0,0,0,0,0,0
Gm8566,0,0,1,0,0,0,0,0,0,0,0,0
Gm8574,0,1,0,0,0,0,0,0,0,0,0,0
Gm8581,1,0,0,1,0,0,1,0,0,0,0,0
Gm8586,0,1,0,0,0,0,0,0,0,1,0,0
Gm8598,0,0,0,0,0,0,0,1,0,0,0,0
Gm8599,0,1,0,0,0,0,0,0,1,0,0,0
Gm8601,1,0,2,1,0,0,0,0,1,0,0,0
Gm8604,1,0,1,1,0,2,1,0,1,1,3,0
Gm8605,0,0,0,0,0,0,0,0,0,0,1,0
Gm8606,0,0,0,0,0,0,0,0,0,1,1,0
Gm8609,0,0,0,0,0,1,2,1,0,0,1,0
Gm8615,0,2,1,0,0,0,0,0,0,0,1,0
Gm8641,0,0,0,1,0,0,0,0,0,0,0,0
Gm8642,1,0,1,3,0,0,2,1,3,0,0,1
Gm8644,0,0,1,0,0,0,0,0,0,0,0,0
Gm8648,2,0,1,0,0,0,0,0,0,0,0,0
Gm8649,0,0,0,0,0,0,0,0,0,0,0,0
Gm8655,0,0,0,1,0,0,0,0,0,0,0,0
Gm8659,1,0,4,1,0,0,0,0,1,2,2,3
Gm8661,0,0,1,1,0,0,0,0,0,1,0,0
Gm8663,0,1,0,0,0,0,0,1,0,0,0,0
Gm8664,0,0,0,0,0,0,0,0,1,1,1,0
Gm8666,0,0,0,0,0,0,0,0,0,0,0,1
Gm867,0,1,0,0,0,0,0,0,0,0,0,0
Gm8670,0,0,0,0,0,0,0,0,1,0,0,0
Gm8682,0,0,1,0,0,0,0,0,0,0,0,0
Gm8684,0,0,0,0,0,0,0,1,0,0,0,0
Gm8696,0,0,0,0,0,0,0,1,0,0,0,0
Gm8700,0,0,0,1,0,0,0,0,0,0,0,0
Gm8702,1,0,0,0,0,0,0,0,0,0,0,0
Gm8709,0,3,0,0,0,0,2,1,1,1,0,1
Gm8717,1,2,3,2,1,0,0,1,4,1,0,0
Gm8725,1,0,0,0,0,0,0,0,0,0,0,0
Gm8731,0,0,0,0,0,0,0,0,0,1,0,0
Gm8737,0,0,0,0,1,0,0,0,0,0,0,0
Gm8738,0,1,0,1,0,0,0,0,1,0,0,1
Gm8741,0,0,0,1,0,0,0,0,0,1,0,0
Gm8744,0,0,0,0,0,0,0,0,1,0,0,0
Gm8756,1,1,2,2,0,0,0,0,1,1,0,0
Gm8767,1,1,1,1,1,1,0,0,1,3,3,1
Gm8773,1,0,0,0,0,0,0,0,0,0,0,0
Gm8775,0,0,1,0,0,0,0,0,0,0,0,0
Gm8778,1,0,0,0,0,0,0,0,0,0,0,0
Gm8784,0,0,0,0,0,1,0,0,0,0,0,1
Gm8795,1,0,0,0,0,0,0,1,0,0,0,0
Gm8796,0,0,0,1,0,0,0,0,0,0,0,0
Gm8797,0,0,3,0,0,0,0,1,2,1,1,1
Gm8802,1,0,0,0,0,0,0,0,0,0,0,0
Gm8805,0,0,0,0,0,0,0,0,0,0,0,0
Gm8806,1,0,0,0,1,0,0,0,0,1,0,1
Gm8807,0,1,2,0,0,0,0,0,0,0,2,0
Gm8818,1,0,1,0,0,1,0,0,1,0,1,0
Gm8824,0,1,0,1,0,1,0,0,2,3,1,0
Gm8825,5,2,0,5,1,0,1,2,1,4,1,1
Gm8843,0,1,0,0,0,0,0,0,0,0,0,0
Gm8844,0,0,0,0,0,0,0,0,0,1,0,0
Gm8855,1,1,0,0,0,0,0,0,0,0,0,0
Gm8856,1,0,0,0,0,0,0,0,0,0,0,0
Gm8864,1,1,1,2,0,2,1,0,2,1,2,0
Gm8872,0,0,0,0,0,0,0,0,0,0,0,0
Gm8876,1,0,0,0,0,1,0,0,0,0,0,0
Gm8878,0,0,0,0,0,0,0,0,0,0,0,1
Gm8885,0,0,1,0,0,0,0,0,0,0,0,0
Gm8887,1,1,0,0,0,0,0,1,0,0,0,0
Gm8894,0,1,0,1,0,0,0,0,0,0,0,0
Gm8899,1,2,0,0,0,0,2,0,0,1,2,0
Gm8907,0,0,1,0,0,0,0,0,1,0,0,0
Gm8908,1,0,1,0,0,0,0,0,0,0,0,0
Gm8909,0,0,0,1,0,0,0,0,0,0,0,0
Gm8918,0,0,0,0,0,0,0,0,0,0,0,0
Gm8919,0,1,0,0,0,0,0,0,0,0,1,0
Gm8927,7,1,1,4,1,0,2,2,4,6,5,4
Gm8930,1,0,0,0,0,0,0,0,0,0,0,0
Gm8934,0,1,1,0,0,0,1,0,0,0,0,0
Gm8941,0,1,3,1,0,0,0,0,3,1,3,0
Gm8942,0,0,0,1,0,0,0,0,0,0,0,0
Gm8955,1,0,0,0,0,0,0,0,0,0,0,0
Gm8957,5,6,7,3,0,0,1,0,6,4,5,3
Gm8959,0,0,0,1,0,0,0,0,0,1,1,0
Gm8963,0,0,0,0,0,0,0,0,0,0,0,0
Gm8964,0,0,0,0,0,0,0,0,0,0,0,0
Gm8971,2,0,0,0,0,0,0,0,0,0,0,0
Gm8974,0,0,0,0,0,0,0,0,1,0,0,0
Gm8976,0,0,0,0,0,0,0,0,0,0,0,0
Gm8983,5,1,3,3,0,1,0,3,2,3,3,1
Gm8984,1,0,0,0,0,0,0,1,0,1,2,1
Gm8986,0,0,0,1,0,0,0,0,0,0,0,0
Gm8990,0,0,0,0,0,0,0,1,0,0,1,0
Gm8996,0,0,0,0,0,0,0,0,0,1,0,0
Gm9001,0,0,0,1,0,0,0,0,0,0,0,0
Gm9003,1,0,0,0,0,0,0,1,0,0,0,0
Gm9006,1,0,0,0,0,0,0,0,0,0,0,0
Gm9008,2,1,1,1,0,0,0,0,3,1,0,0
Gm9012,1,0,0,0,0,1,0,0,0,0,0,0
Gm9013,0,0,0,0,0,0,0,0,0,0,0,0
Gm9017,1,0,0,2,0,0,0,0,0,0,0,0
Gm9022,3,1,1,1,0,0,0,0,1,2,1,0
Gm9023,0,1,0,0,0,0,0,0,0,0,0,0
Gm9028,0,0,0,0,0,0,0,0,1,0,0,0
Gm9034,4,0,2,1,0,0,1,1,3,1,1,1
Gm9038,0,0,0,1,0,0,0,0,2,0,0,0
Gm9042,0,0,1,0,0,0,0,0,0,1,0,1
Gm9043,0,1,0,0,0,0,0,0,0,0,0,0
Gm9051,0,0,0,0,0,0,0,0,0,0,0,0
Gm9057,0,1,0,2,0,2,0,1,1,1,1,0
Gm9061,2,1,4,0,3,0,2,1,3,11,4,0
Gm9064,0,0,0,0,0,0,0,0,2,0,0,0
Gm9077,0,0,0,0,2,1,2,2,3,2,1,2
Gm9078,0,0,0,0,0,0,0,0,1,0,0,0
Gm9081,1,1,0,2,0,0,0,1,0,0,0,0
Gm9083,0,2,0,2,0,0,0,0,0,0,0,0
Gm9085,0,0,0,0,0,1,0,0,0,0,0,0
Gm9105,1,0,1,1,0,0,0,0,1,0,0,0
Gm9108,0,1,0,0,0,0,0,0,1,0,0,0
Gm9109,1,0,0,1,0,0,0,0,0,0,0,0
Gm9114,1,0,0,0,0,0,0,0,0,0,0,1
Gm9115,0,0,1,0,0,0,0,0,0,0,0,0
Gm9120,1,0,1,1,0,0,0,0,0,0,1,0
Gm9129,0,0,0,0,0,0,0,0,0,0,0,1
Gm9142,1,1,1,1,1,2,1,0,7,1,2,2
Gm9143,0,0,0,0,0,0,0,0,1,0,0,0
Gm9146,0,0,0,0,0,0,0,0,0,0,1,0
Gm9159,0,0,1,0,0,0,0,0,1,0,0,0
Gm9164,1,3,3,0,1,2,1,2,4,0,0,1
Gm9165,1,0,0,0,0,0,1,0,0,0,0,0
Gm9167,0,0,1,0,0,0,0,0,1,0,0,0
