Gene,RGC_1,RGC_2,RGC_3,RGC_4,BP_1,BP_2,BP_3,BP_4,ONL_1,ONL_2,ONL_3,ONL_4
Gm5141,2,0,1,0,1,0,0,1,3,0,1,0
Gm5149,0,0,0,1,1,2,0,0,0,0,0,0
Gm5160,0,0,1,1,0,0,0,0,0,0,0,0
Gm5165,1,2,1,1,0,0,0,0,4,3,2,6
Gm5171,2,2,2,3,0,2,1,0,5,3,2,0
Gm5176,0,0,0,0,0,0,0,0,0,1,2,1
Gm5177,1,2,0,0,0,1,0,0,1,1,0,1
Gm5181,1,0,2,0,1,0,0,0,1,0,2,0
Gm5182,5,6,1,4,0,0,1,2,2,5,1,1
Gm5184,0,1,0,0,0,0,0,0,0,1,1,0
Gm5185,0,0,0,0,0,0,0,0,1,0,0,0
Gm5187,2,2,1,0,0,0,0,0,1,1,0,0
Gm5194,1,0,0,0,0,0,0,0,0,0,0,0
Gm5205,2,0,2,6,0,1,0,0,0,3,1,3
Gm5210,2,2,4,2,0,1,2,1,4,4,2,3
Gm5215,0,0,0,0,0,0,0,0,0,0,0,0
Gm5216,0,0,0,1,0,0,1,0,0,3,0,0
Gm5217,0,0,0,0,0,0,0,0,1,0,0,0
Gm5221,0,0,0,0,0,0,0,1,0,0,1,0
Gm5223,0,0,1,1,0,0,0,0,0,1,1,1
Gm5224,0,0,0,0,1,1,1,0,0,1,0,0
Gm5225,0,0,0,0,0,0,0,0,0,0,1,0
Gm5230,6,2,4,2,0,0,0,1,8,5,3,0
Gm5237,2,1,0,0,1,0,0,1,3,1,0,0
Gm5239,1,0,0,0,0,0,0,0,1,0,0,0
Gm5241,1,0,0,0,0,0,0,0,0,0,0,0
Gm5242,0,1,0,0,0,0,0,0,0,1,0,0
Gm5252,0,0,0,0,0,0,0,1,0,0,0,0
Gm5254,1,0,0,0,0,0,0,1,0,1,0,0
Gm5256,0,0,1,0,0,0,0,0,1,0,0,0
Gm5260,0,0,0,0,0,0,0,0,0,2,0,0
Gm5262,0,1,1,1,0,0,1,0,3,3,2,0
Gm5267,0,0,1,0,0,0,2,0,1,0,1,0
Gm527,12,18,7,8,1,0,1,0,1,4,5,0
Gm5270,0,1,1,0,0,0,1,0,0,1,0,2
Gm5272,4,5,4,4,2,0,1,0,3,0,3,3
Gm5274,0,1,0,0,0,0,0,0,0,0,0,0
Gm5276,9,7,7,6,3,4,5,4,7,14,13,4
Gm5277,0,0,0,0,0,0,0,0,0,0,0,0
Gm5278,0,0,0,0,0,0,0,0,0,0,0,0
Gm5283,0,0,0,1,1,0,0,0,1,0,1,0
Gm5291,0,0,0,0,0,0,0,1,0,0,0,0
Gm5292,0,0,0,0,0,0,0,0,0,0,0,0
Gm52947,0,0,0,0,0,0,0,1,0,0,0,0
Gm52964,0,0,1,1,0,0,0,0,0,0,0,0
Gm52965,0,1,0,0,0,0,0,0,0,0,0,0
Gm5297,0,0,0,1,0,0,0,0,2,0,0,1
Gm52974,0,1,0,1,0,0,0,0,2,0,0,0
Gm52977,0,0,3,1,0,0,0,0,0,3,0,0
Gm5298,0,0,2,1,0,0,0,0,1,4,0,0
Gm52981,0,1,0,0,0,0,0,0,0,0,0,0
Gm52998,0,0,0,0,0,0,0,1,0,0,0,0
Gm5300,1,0,1,0,0,0,0,0,0,0,1,0
Gm53012,2,2,0,1,0,1,2,2,3,0,0,0
Gm53019,0,0,0,0,0,1,0,1,2,2,6,0
Gm53023,0,1,0,0,0,0,0,0,1,1,0,1
Gm53028,0,1,1,1,0,0,0,1,0,1,0,0
Gm5303,1,0,1,0,0,0,0,0,0,0,0,0
Gm53033,0,0,0,0,0,0,0,0,1,0,1,0
Gm53041,0,0,0,0,0,1,1,0,1,0,0,0
Gm53043,0,0,0,1,0,0,0,2,0,0,0,0
Gm53048,1,1,2,1,0,1,0,0,1,1,3,1
Gm53058,2,0,0,1,0,0,0,0,0,1,0,0
Gm5306,0,0,0,0,0,0,0,0,0,0,0,0
Gm5308,0,0,0,3,0,1,0,0,0,0,0,0
Gm5311,1,0,1,1,0,0,1,0,0,0,0,0
Gm5312,0,0,0,0,0,0,1,0,0,0,0,0
Gm5313,0,1,0,3,0,0,0,0,1,0,1,1
Gm5315,0,2,3,1,0,1,0,0,2,1,2,1
Gm5316,0,0,0,0,0,0,0,1,0,0,0,1
Gm5319,0,0,0,0,0,0,0,0,2,0,0,0
Gm5320,0,0,0,0,0,1,0,0,0,1,0,0
Gm5322,0,0,0,0,0,0,0,0,1,0,0,0
Gm5335,0,2,2,3,0,0,1,1,2,2,2,1
Gm534,0,0,0,0,3,4,4,1,1,0,0,0
Gm5342,3,1,3,1,1,0,1,1,7,4,1,0
Gm5345,0,1,3,2,0,0,0,0,0,0,2,0
Gm5350,3,0,1,1,0,0,2,0,4,3,2,0
Gm5354,2,0,0,0,0,0,0,0,0,2,0,0
Gm536,0,0,0,0,0,2,1,1,0,0,0,0
Gm5366,0,0,0,0,0,0,1,0,0,0,0,0
Gm5372,1,0,0,0,0,0,0,0,0,0,0,0
Gm5383,0,0,0,0,0,1,0,0,1,0,0,0
Gm5386,0,0,0,1,0,0,0,0,0,0,0,0
Gm5388,2,1,0,0,0,0,0,0,0,2,1,0
Gm5389,2,1,2,1,0,2,0,0,4,0,2,1
Gm5391,0,0,0,0,0,0,0,1,0,0,0,0
Gm5394,0,0,0,0,0,0,0,1,0,0,0,0
Gm5395,0,0,0,0,0,0,0,0,0,1,0,0
Gm5403,0,0,0,0,0,0,0,0,0,0,0,1
Gm5408,0,0,0,0,0,0,1,0,0,0,0,0
Gm5414,0,0,0,0,0,0,0,0,1,1,0,0
Gm5415,1,0,0,0,0,0,0,0,0,0,0,1
Gm5419,1,0,0,0,0,0,0,0,0,0,0,0
Gm5420,0,0,0,0,0,0,0,0,0,1,0,0
Gm5421,2,3,4,4,1,2,3,1,9,1,4,3
Gm5422,1,0,0,0,0,0,0,0,3,0,1,0
Gm5424,0,1,1,0,0,0,0,0,1,1,0,0
Gm5427,0,1,0,0,0,0,0,0,0,0,0,0
Gm5430,0,2,3,2,0,0,0,0,1,0,1,1
Gm5432,0,0,0,0,0,1,0,0,0,1,1,0
Gm5435,0,0,0,0,0,0,0,0,0,0,0,0
Gm5436,1,0,1,2,0,0,0,0,2,1,0,1
Gm5441,2,2,3,2,0,0,0,0,1,0,1,0
Gm5449,0,0,1,0,0,0,0,0,0,0,0,0
Gm5452,0,1,0,0,0,1,0,0,0,2,2,1
Gm5457,2,0,1,0,0,1,0,0,0,1,1,1
Gm5459,0,0,0,0,0,0,0,0,0,0,1,0
Gm5460,1,0,0,0,0,0,0,1,2,3,2,0
Gm5464,1,0,0,1,0,0,0,0,0,0,0,0
Gm5466,0,0,0,0,0,0,0,0,1,1,0,1
Gm5468,1,0,0,0,0,0,0,0,0,1,0,0
Gm5472,0,0,0,0,0,0,0,0,1,0,0,0
Gm5475,0,1,0,0,0,0,0,1,1,0,0,0
Gm5487,0,0,0,0,0,0,0,0,0,0,0,0
Gm5491,1,0,0,0,1,0,1,0,0,0,1,0
Gm5492,0,0,0,0,0,0,0,0,0,1,0,0
Gm5500,0,0,0,0,0,0,0,1,0,0,0,0
Gm5503,0,0,0,0,0,0,1,0,1,3,0,0
Gm5504,0,0,0,0,0,0,0,0,0,0,1,1
Gm5507,3,2,2,1,2,1,2,0,6,3,4,2
Gm5510,0,1,0,0,0,0,0,0,0,0,0,0
Gm5511,0,1,0,0,0,0,0,0,1,0,0,0
Gm5512,0,1,0,1,0,0,0,0,1,0,0,0
Gm5513,0,1,0,0,0,0,0,0,0,0,0,0
Gm5517,0,1,0,0,0,0,0,0,0,0,0,0
Gm5522,0,2,0,0,0,1,0,0,6,7,7,3
Gm5523,3,1,2,5,2,1,3,1,3,3,1,2
Gm5524,1,2,1,0,0,0,0,0,0,0,2,1
Gm5525,1,0,1,0,0,0,0,0,0,1,0,0
Gm5526,0,1,0,0,0,0,0,1,0,1,0,0
Gm5529,1,0,0,0,0,0,0,0,0,0,0,0
Gm5530,0,0,0,0,0,0,1,0,0,0,0,0
Gm5532,0,0,0,0,0,0,0,1,0,0,0,0
Gm5540,0,0,1,0,0,0,0,0,0,0,0,0
Gm5550,0,1,0,0,0,0,0,0,0,0,0,0
Gm5553,0,0,0,0,0,0,0,0,1,1,0,0
Gm5558,1,0,0,0,0,1,0,0,0,0,0,0
Gm5559,0,0,1,0,0,0,1,0,1,0,0,1
Gm5560,0,0,0,0,0,0,0,0,0,1,0,0
Gm5564,0,0,0,1,0,0,0,1,0,0,0,0
Gm5575,0,2,0,0,0,0,0,0,0,0,0,0
Gm5576,0,0,0,0,0,0,0,0,0,0,0,1
Gm5577,1,0,0,0,0,0,0,0,0,1,0,0
Gm5578,1,0,0,0,0,1,0,0,2,0,1,1
Gm5587,0,0,0,0,0,0,0,0,0,0,1,0
Gm5596,1,0,0,0,0,0,0,0,0,0,0,0
Gm5597,1,0,0,1,0,0,0,0,1,2,0,0
Gm5602,0,2,0,0,0,0,0,0,0,1,0,0
Gm5609,0,0,1,0,0,0,0,0,0,0,0,0
Gm5612,0,1,0,0,0,0,0,0,0,0,0,0
Gm5617,3,1,1,1,0,1,2,1,4,5,1,2
Gm5620,9,8,9,6,2,2,0,5,2,2,2,1
Gm5628,1,0,0,0,0,0,0,0,0,1,0,1
Gm5638,0,0,0,0,0,0,0,0,0,1,0,0
Gm5644,0,0,0,0,0,0,0,0,1,1,0,0
Gm5648,0,1,0,0,0,0,0,0,0,0,0,0
Gm5650,1,0,0,0,0,0,0,0,0,0,0,0
Gm5652,0,0,1,2,0,1,0,1,0,1,0,1
Gm5666,0,0,0,0,0,0,0,0,0,1,0,0
Gm5667,0,0,1,2,1,0,0,0,1,0,0,0
Gm5671,0,0,0,0,0,0,1,0,0,0,0,0
Gm5674,1,0,1,0,0,0,0,0,0,0,0,1
Gm5675,1,1,0,0,0,0,1,0,0,0,0,1
Gm5678,0,0,1,0,0,0,0,0,0,0,0,0
Gm5687,0,0,0,0,0,1,1,0,0,0,0,0
Gm5688,0,0,1,3,0,1,0,0,1,0,0,0
Gm5690,0,1,1,0,0,0,0,0,1,1,0,0
Gm5696,0,0,0,0,0,0,0,0,0,0,0,0
Gm5702,0,1,2,1,0,0,0,0,1,1,0,0
Gm5706,0,2,2,2,1,0,0,0,0,0,0,2
Gm5710,1,0,0,1,1,0,1,0,0,2,1,1
Gm5714,0,0,1,1,0,0,0,0,0,0,0,0
Gm5715,0,1,0,0,0,0,0,0,0,0,0,0
Gm5724,0,0,0,0,0,0,0,0,0,0,0,0
Gm5732,4,1,1,2,1,0,1,1,6,3,4,0
Gm5739,0,0,0,0,0,0,0,1,4,0,0,0
Gm5741,0,0,0,0,0,0,0,0,0,1,0,0
Gm5742,0,0,0,0,0,0,0,1,0,0,0,0
Gm5750,0,0,0,0,0,1,0,0,1,0,0,0
Gm5752,0,0,0,0,0,0,0,0,0,0,0,0
Gm5754,0,0,0,0,0,0,0,0,0,0,0,0
Gm5757,0,0,0,0,0,0,0,0,0,0,0,0
Gm5760,1,1,1,0,1,0,0,0,1,0,1,0
Gm5761,0,0,2,1,0,0,0,0,0,0,1,0
Gm5764,0,0,0,0,0,0,0,0,2,0,0,0
Gm5766,0,1,1,0,0,0,0,0,0,0,0,0
Gm5767,0,0,0,0,0,0,0,0,0,1,0,0
Gm5777,3,0,0,0,0,0,0,0,0,0,0,0
Gm5778,0,1,1,0,0,0,0,0,1,3,0,0
Gm5779,0,0,0,0,0,0,0,0,0,0,0,0
Gm5780,0,0,0,1,0,0,0,0,0,0,0,0
Gm5784,0,1,0,0,1,0,0,0,0,0,0,0
Gm5786,0,0,0,0,0,0,0,0,1,0,0,0
Gm5787,2,1,1,1,0,0,1,0,1,1,2,1
Gm5790,0,0,0,0,0,0,0,0,0,0,0,1
Gm5801,0,0,1,2,0,0,0,1,3,0,0,0
Gm5802,7,2,3,2,0,0,0,1,0,0,0,0
Gm5805,0,0,1,0,0,0,0,0,2,2,0,0
Gm5815,0,1,0,0,0,0,0,1,0,2,1,1
Gm5820,0,0,0,0,1,0,1,0,0,0,0,0
Gm5821,0,0,0,0,0,1,0,0,0,0,0,0
Gm5822,0,3,2,5,3,1,0,2,1,1,5,1
Gm5823,5,4,6,6,0,2,3,4,14,7,2,2
Gm5824,1,1,0,0,1,0,0,0,0,0,0,0
Gm5826,0,0,0,0,1,0,0,0,0,0,0,0
Gm5827,0,0,0,0,0,0,0,0,0,0,1,0
Gm5828,1,2,3,3,1,1,1,4,5,4,2,0
Gm5832,0,0,0,0,0,0,0,0,1,1,0,0
Gm5835,0,0,0,4,0,0,1,2,0,2,0,0
Gm5837,0,1,0,1,0,0,0,0,0,0,0,0
Gm5839,0,1,0,2,0,0,1,0,1,0,0,1
Gm5841,0,1,0,0,0,0,0,0,0,0,0,0
Gm5842,0,0,1,0,0,0,0,0,0,1,0,0
Gm5844,7,6,5,6,1,2,2,2,12,13,11,3
Gm5845,1,0,1,1,0,0,0,0,0,2,1,1
Gm5846,1,1,1,0,0,0,0,0,0,0,1,0
Gm5855,1,0,2,3,1,2,1,0,4,4,1,1
Gm5857,0,0,0,0,1,0,0,0,0,0,0,0
Gm5863,0,0,0,0,0,0,0,0,2,0,0,0
Gm5865,1,1,0,1,0,0,0,0,1,0,0,0
Gm5867,2,0,1,0,0,0,0,0,0,0,0,0
Gm5869,1,0,0,0,0,0,0,0,0,0,0,1
Gm5873,0,0,0,0,0,0,0,0,1,0,0,0
Gm5874,0,1,0,0,0,0,0,0,0,0,1,0
Gm5879,0,0,1,0,0,0,0,0,0,0,0,0
Gm5881,2,1,3,3,0,0,1,0,1,0,0,0
Gm5884,0,0,0,0,0,0,0,0,1,0,0,0
Gm5898,1,1,0,0,0,0,0,0,0,1,0,0
Gm5899,0,0,0,0,1,0,0,0,1,0,0,0
Gm5903,0,1,0,0,0,0,0,0,3,1,0,1
Gm5904,0,0,0,1,0,0,0,0,0,2,0,0
Gm5905,2,1,0,1,2,1,1,1,3,1,1,0
Gm5910,1,1,2,0,0,0,0,0,2,0,1,2
Gm5914,1,0,0,0,0,1,0,1,1,1,2,0
Gm5915,1,0,0,0,0,0,0,0,0,0,0,0
Gm5921,0,0,0,0,0,0,0,0,1,0,0,0
Gm5928,0,0,1,1,0,0,0,0,0,1,0,0
Gm5931,0,0,0,0,0,0,0,0,0,0,1,0
Gm5939,0,0,0,1,0,0,0,1,1,1,0,0
Gm5940,0,0,0,0,0,0,0,0,0,0,0,1
Gm5944,15,11,10,13,2,3,4,3,9,7,11,7
Gm5946,1,0,0,0,0,1,1,0,1,2,4,0
Gm5951,0,0,1,0,0,0,0,0,0,0,0,0
Gm5953,0,1,0,0,0,0,0,0,0,0,0,0
Gm5962,0,1,0,0,0,0,0,0,0,0,0,0
Gm5964,0,0,0,0,0,0,0,0,2,0,0,0
Gm5971,0,0,0,0,0,0,0,0,0,1,0,0
Gm5974,1,2,0,2,1,0,0,0,2,6,2,1
Gm5977,0,0,0,0,0,1,1,0,0,0,0,0
Gm5978,0,0,0,1,0,0,0,0,0,0,0,0
Gm5981,0,1,0,0,0,1,0,0,0,0,0,0
Gm5982,0,0,0,0,0,0,0,0,0,0,0,0
Gm5983,0,0,1,1,0,0,0,0,0,0,0,0
Gm5987,0,0,0,0,0,0,0,0,1,1,0,0
Gm6015,0,0,0,0,0,0,0,0,1,0,1,0
Gm6023,2,0,2,0,0,0,0,0,1,0,1,0
Gm6025,0,0,0,1,0,0,0,0,0,0,0,0
Gm6029,0,0,0,0,0,0,0,0,0,1,0,0
Gm6031,0,0,1,0,0,0,0,0,0,0,0,0
Gm6035,0,0,0,0,0,0,0,0,0,0,1,0
Gm6039,0,1,0,0,0,0,0,0,0,0,1,0
Gm6043,0,0,0,0,0,0,0,0,0,0,0,0
Gm6044,0,0,1,0,0,0,0,0,0,0,0,0
Gm6047,0,0,0,0,0,0,0,0,0,1,0,0
Gm6052,2,0,0,2,0,0,0,1,1,0,0,1
Gm6055,0,1,1,0,0,1,0,0,0,0,0,0
Gm6056,0,0,0,1,0,0,0,0,0,0,0,0
Gm6058,0,0,1,0,0,0,0,0,0,0,0,1
Gm6060,1,0,0,0,0,0,0,0,0,0,1,0
Gm6062,1,0,0,0,0,0,0,0,0,0,0,0
Gm6065,1,1,1,1,1,0,0,0,0,0,0,0
Gm6070,0,0,0,1,0,0,0,0,0,0,0,0
Gm6071,0,0,2,0,0,0,0,0,0,0,0,0
Gm6075,0,0,1,0,0,0,0,0,1,0,0,0
Gm6085,0,1,0,1,0,1,0,0,1,0,1,2
Gm6088,1,1,0,0,0,0,0,0,0,0,2,0
Gm6093,0,0,0,0,1,0,0,0,0,0,0,0
Gm6104,0,0,0,0,0,0,0,0,1,0,0,0
Gm6109,1,1,0,0,0,0,0,0,0,0,0,0
Gm6114,0,1,0,0,0,0,0,0,1,0,0,0
Gm6123,1,0,1,1,1,0,0,0,0,0,0,0
Gm6124,0,0,0,0,0,0,0,0,1,0,0,0
Gm6125,0,0,0,0,0,1,0,0,0,0,0,0
Gm6134,0,0,0,0,0,0,0,0,0,0,0,0
Gm6136,1,0,1,1,0,0,1,0,1,0,0,0
Gm6140,0,0,0,0,0,1,0,0,0,0,1,0
Gm6157,0,1,1,1,0,0,0,0,0,0,0,0
Gm6158,0,0,0,1,0,0,0,0,0,1,0,0
Gm6162,1,1,0,0,0,0,0,0,0,2,1,0
Gm6169,0,0,0,0,0,0,0,0,0,0,1,0
Gm6170,0,1,0,1,0,0,0,0,0,0,0,1
Gm6173,0,0,1,0,0,0,0,0,0,0,0,0
Gm6177,0,0,1,0,0,0,0,0,0,0,0,0
Gm6180,0,2,2,2,1,0,0,0,2,0,0,1
Gm6181,1,0,0,0,0,0,0,0,0,0,0,0
Gm6184,1,0,0,0,0,0,0,0,0,0,0,0
Gm6190,0,0,0,0,0,1,0,0,0,1,0,0
Gm6192,2,3,6,1,1,1,1,2,3,3,3,3
Gm6198,0,0,1,0,0,0,0,0,2,2,0,0
Gm6203,1,0,1,2,0,0,0,0,1,0,0,0
Gm6204,0,0,1,0,0,0,0,0,0,0,0,0
Gm6210,1,1,2,2,0,0,1,2,3,0,2,1
Gm6212,0,0,0,0,0,0,0,0,0,1,0,0
Gm6216,3,1,1,2,0,0,2,2,2,3,1,1
Gm6225,1,1,0,2,0,1,1,0,2,1,0,4
Gm6226,0,0,0,1,0,0,0,0,0,0,0,0
Gm6235,1,2,1,3,0,3,0,0,0,0,0,1
Gm6245,0,0,0,1,0,0,0,0,0,0,2,0
Gm6252,0,0,0,0,0,0,0,0,0,1,0,0
Gm6257,2,0,0,0,0,1,0,0,3,1,4,1
Gm6263,1,0,3,1,0,0,0,0,0,1,0,1
Gm6266,0,0,0,0,1,0,0,0,0,0,0,0
Gm6275,2,1,0,0,1,1,0,0,2,2,0,0
Gm6277,2,5,2,3,0,5,1,0,5,2,3,0
Gm6283,4,6,7,7,3,2,3,2,11,11,8,4
Gm6285,0,0,0,0,0,0,0,0,1,0,0,0
Gm6290,0,0,0,0,1,0,0,0,0,0,2,0
Gm6298,4,0,2,3,0,1,0,1,5,10,5,2
Gm6305,0,0,0,0,0,0,0,0,0,1,0,0
Gm6316,5,1,2,1,0,0,1,1,3,2,2,1
Gm6321,0,0,0,1,0,0,0,0,0,0,0,0
Gm6322,2,1,2,1,0,0,0,0,1,1,0,0
Gm6345,0,3,0,0,1,0,0,0,1,1,0,1
Gm6350,1,0,0,2,1,0,0,2,3,0,2,0
Gm6363,0,0,1,0,0,0,0,0,0,0,0,0
Gm6365,0,0,0,0,0,0,0,0,0,0,0,0
Gm6368,8,3,4,3,0,2,2,0,4,2,0,0
Gm6373,0,1,0,0,0,0,0,0,0,0,0,0
Gm6374,0,0,0,0,0,0,0,1,0,0,0,0
Gm6375,4,0,5,3,0,1,0,0,2,3,4,2
Gm6382,0,0,1,0,0,0,0,0,0,0,0,0
Gm6390,0,0,1,0,0,0,0,0,2,1,0,0
Gm6392,5,2,3,3,3,1,2,1,5,2,3,0
Gm6397,0,0,0,0,0,0,0,0,1,0,0,0
Gm6402,0,0,0,0,0,0,0,0,0,0,1,0
Gm6410,0,0,1,0,0,0,0,0,0,0,0,0
Gm6411,0,0,0,0,0,0,0,0,1,0,0,0
Gm6418,0,0,0,0,0,0,0,0,2,1,1,0
Gm6419,0,0,0,1,0,0,0,0,0,0,0,0
Gm6425,1,0,1,0,0,1,1,0,1,0,0,0
Gm6426,1,0,0,1,0,0,0,0,0,0,0,0
Gm6428,0,0,0,0,0,0,0,0,0,0,0,0
Gm6433,1,0,1,0,0,0,0,0,0,0,0,0
Gm6441,1,0,1,0,0,0,0,0,0,1,0,0
Gm6443,1,1,0,1,0,1,0,0,1,0,0,0
Gm6444,0,0,0,1,0,0,0,0,1,0,0,0
Gm6450,0,0,0,0,0,0,0,0,0,0,1,0
Gm6457,0,0,0,0,0,1,0,0,0,0,0,0
Gm6458,1,0,1,0,0,0,0,0,0,0,0,0
Gm6461,0,0,0,0,0,1,0,1,1,0,0,0
Gm6463,2,0,1,3,0,0,0,1,3,2,2,2
Gm6473,0,0,0,0,0,0,0,0,0,0,0,0
Gm6475,0,1,0,0,0,0,0,0,0,0,0,0
Gm6477,2,1,0,0,0,0,0,0,1,0,0,0
Gm6480,0,0,0,0,0,0,0,1,1,0,0,0
Gm6483,0,0,3,2,1,0,0,0,1,1,0,0
Gm6485,0,0,0,0,0,0,0,1,0,0,0,0
Gm6493,0,1,1,0,2,1,0,0,2,4,4,5
Gm6494,0,1,0,0,0,0,0,0,0,2,0,0
Gm6498,1,0,0,0,0,0,0,0,0,0,0,0
Gm650,0,0,0,0,0,0,0,0,0,0,0,0
Gm6501,0,0,0,0,0,0,0,0,0,0,1,0
Gm6517,0,0,0,1,0,0,0,0,2,1,0,1
Gm6524,0,0,0,0,0,0,0,0,0,0,0,0
Gm6525,0,0,1,2,0,0,0,1,1,0,0,0
Gm6532,0,0,0,0,0,0,0,0,0,0,0,0
Gm6533,0,0,1,1,0,0,0,0,0,0,0,0
Gm6540,0,0,1,0,1,1,0,0,0,3,4,0
Gm6542,0,1,1,1,0,0,0,0,0,1,0,0
Gm6543,1,0,0,0,0,0,0,0,0,0,1,0
Gm6545,3,1,1,0,0,0,0,1,0,1,0,1
Gm6548,2,3,2,3,0,1,0,2,4,3,3,0
Gm6550,0,1,1,0,0,0,0,0,3,1,2,2
Gm6552,4,2,4,2,1,2,1,0,3,2,2,1
Gm6556,0,0,0,0,0,0,1,0,0,0,0,0
Gm6559,0,1,0,0,0,0,0,0,0,0,0,0
Gm6560,9,3,8,2,3,1,5,5,13,18,8,5
Gm6563,0,0,0,0,0,0,0,1,1,0,0,0
Gm6564,0,0,0,1,0,0,0,0,0,1,0,0
Gm6566,2,0,1,0,0,0,0,0,0,0,0,0
Gm6569,0,0,0,0,0,0,1,0,0,0,0,0
Gm6579,0,0,0,0,0,0,0,0,0,1,0,0
Gm6580,1,1,0,0,0,0,0,0,0,0,0,0
Gm6581,0,0,0,0,0,0,0,0,0,0,0,0
Gm6583,2,0,0,0,0,0,0,0,2,0,1,1
Gm6588,1,0,1,0,0,0,0,0,0,0,0,0
Gm6598,3,0,0,0,0,0,1,0,1,0,0,2
Gm6616,0,0,0,0,0,1,0,0,0,0,0,0
Gm6627,2,1,2,0,1,0,0,0,3,2,1,2
Gm6630,0,0,0,0,0,0,0,0,0,0,0,0
Gm6631,0,0,0,1,0,0,0,0,0,0,0,0
Gm6637,0,0,1,0,0,0,0,0,0,0,0,0
Gm6640,0,0,0,1,0,0,0,0,0,0,0,0
Gm6641,1,0,0,0,0,0,0,0,0,0,0,0
Gm6643,0,0,0,0,0,0,0,0,0,0,1,1
Gm6645,0,1,1,1,0,0,0,0,2,1,2,1
Gm6651,1,0,0,0,0,0,1,0,1,1,0,0
Gm6652,1,0,0,0,0,0,0,0,0,0,0,0
Gm6655,0,0,0,0,0,0,0,0,0,1,0,1
Gm6658,1,1,2,0,2,0,1,0,2,1,2,1
Gm6681,1,0,0,0,0,0,0,0,0,0,0,1
Gm6682,1,1,0,3,0,0,0,0,1,0,0,1
Gm6685,1,0,0,0,0,0,0,0,0,0,0,0
Gm6695,0,0,0,1,0,0,0,0,1,1,0,0
Gm6705,0,2,1,0,1,0,2,0,6,6,4,3
Gm671,0,0,0,0,0,0,0,0,0,0,0,1
Gm6712,0,0,0,0,0,0,0,1,3,0,0,1
Gm6722,0,0,0,0,0,0,0,0,0,0,1,0
Gm6728,0,0,0,0,0,0,0,0,0,1,0,0
Gm6733,2,0,1,1,1,0,0,0,0,0,0,1
Gm6743,0,0,0,0,0,0,0,0,0,1,0,0
Gm6746,2,0,0,2,0,0,0,0,1,0,0,0
Gm6750,0,0,0,0,0,0,0,0,1,0,1,0
Gm6751,0,0,1,0,0,0,0,0,0,0,0,0
Gm6758,0,0,0,0,0,0,0,0,1,0,0,1
Gm6767,1,4,2,5,0,1,1,0,1,0,1,0
Gm6771,2,2,3,0,0,0,1,0,3,2,1,4
Gm6773,2,2,2,3,0,0,0,0,2,4,1,2
Gm6781,3,0,2,0,0,0,0,0,0,0,0,0
Gm6786,0,0,1,0,0,0,0,0,0,0,0,0
Gm6787,0,0,1,0,0,0,1,0,1,0,0,1
Gm6788,0,0,0,0,0,0,0,0,0,0,0,0
Gm6789,0,0,0,0,0,0,0,0,2,0,0,0
Gm6793,1,3,0,3,1,0,0,0,1,1,0,0
Gm6796,0,0,0,1,0,0,0,0,1,0,0,0
Gm6815,0,0,0,0,0,0,1,0,0,0,0,0
Gm6822,0,0,0,0,0,0,0,0,0,0,0,0
Gm6828,0,0,0,0,1,0,1,0,0,0,0,0
Gm6847,0,0,0,0,0,0,0,0,0,0,1,0
Gm6852,0,0,0,0,0,0,0,0,0,1,0,0
Gm6855,0,0,0,0,0,0,0,0,1,0,0,0
Gm6863,0,0,0,0,0,0,0,0,0,0,0,0
Gm6867,0,0,0,0,0,0,0,0,1,0,0,0
Gm6872,1,1,1,0,1,0,0,0,1,1,0,1
Gm6877,0,0,0,0,0,0,0,0,0,1,0,0
Gm6893,2,0,0,0,0,0,0,0,0,0,0,0
Gm6900,0,1,0,0,0,0,0,0,0,1,1,0
Gm6905,0,0,0,1,0,0,0,0,0,0,0,0
Gm6913,0,0,0,0,0,0,0,0,0,1,0,0
Gm6916,0,0,1,0,0,0,0,0,0,1,0,0
Gm6919,0,1,0,0,1,0,0,0,0,0,0,0
Gm6921,0,0,0,0,0,0,0,0,0,0,0,0
Gm6929,0,0,0,0,0,0,0,0,1,0,0,0
Gm6931,2,4,1,1,1,2,0,3,3,1,1,3
Gm6934,1,0,0,0,0,0,0,0,0,0,0,0
Gm6937,0,0,0,1,2,0,0,1,0,1,0,0
Gm6939,0,0,0,0,1,0,0,0,1,0,0,0
Gm6944,4,1,1,0,1,0,0,0,1,1,1,2
Gm6946,7,5,2,4,1,1,1,1,4,4,3,2
Gm6951,0,0,0,0,0,0,0,0,0,0,0,0
Gm6963,0,1,0,0,0,1,0,1,0,0,0,0
Gm6967,8,4,6,6,3,2,3,1,10,12,6,3
Gm6969,4,8,6,5,1,2,0,0,3,2,3,2
Gm6973,0,0,0,0,0,0,0,1,0,0,0,0
Gm6981,2,5,4,5,1,0,2,2,5,3,7,1
Gm6982,0,0,1,0,0,0,0,0,0,0,0,0
Gm6985,0,0,0,0,0,0,0,0,0,1,1,0
Gm6989,0,0,0,0,0,0,0,0,1,0,0,1
Gm6991,0,0,0,1,0,0,0,0,0,1,0,0
Gm6992,2,0,3,0,0,0,0,1,0,4,2,0
Gm6997,0,0,0,0,0,0,0,0,1,1,0,0
Gm6999,0,0,1,0,1,0,1,0,0,1,1,0
Gm7002,2,1,0,2,1,1,0,1,0,1,0,1
